"","tconst","id","title","bechdel_rating","year","averageRating","numVotes","runtimeMinutes","genres","primaryTitle"
"1","",7889,"Agora","0",2009,NA,NA,NA,NA,NA
"2","",7444,"Batman v Superman: Dawn of Justice Ultimate Edition","3",2016,NA,NA,NA,NA,NA
"3","",7771,"On the Milky Road","0",2016,NA,NA,NA,NA,NA
"4","0000003",5433,"Pauvre Pierrot","0",1892,6.6,947,"4","Animation,Comedy,Romance","Pauvre Pierrot"
"5","0000012",6199,"Arrival of a Train, The","0",1896,7.4,8160,"1","Documentary,Short","The Arrival of a Train"
"6","0000014",5444,"Tables Turned on the Gardener","0",1895,7.2,3564,"1","Comedy,Short","Tables Turned on the Gardener"
"7","0000091",4982,"House of the Devil, The","0",1896,6.7,2023,"3","Horror,Short","The House of the Devil"
"8","0000131",5406,"Une nuit terrible","0",1896,5.9,768,"1","Comedy,Horror,Short","A Terrible Night"
"9","0000211",5410,"Astronomer&#39;s Dream; or, The Man in the Moon, The","0",1898,7.5,2433,"3","Comedy,Fantasy,Horror","A Trip to the Moon"
"10","0000230",5914,"Cinderella","3",1899,6.5,1054,"6","Drama,Fantasy,Short","Cinderella"
"11","0000246",4994,"A Turn of the Century Illusionist","0",1899,6.5,763,"1","Short","A Turn of the Century Illusionist"
"12","0000272",4344,"As Seen Through A Telescope (a.k.a The Professor and His Field Glass)","0",1900,5.6,526,"1","Comedy,Short","As Seen Through a Telescope"
"13","0000300",4271,"Enchanted Drawing, The","0",1900,7,847,"2","Animation,Comedy,Fantasy","The Enchanted Drawing"
"14","0000304",4343,"Grandma&#39;s Reading Glass","0",1900,6,783,"2","Short","Grandma's Reading Glass"
"15","0000306",4346,"Hamlet ( Le Duel d&#39;Hamlet)","0",1900,5.6,130,"2","Drama,Short","Le duel d'Hamlet"
"16","0000313",5438,"Let Me Dream Again","0",1900,5.9,546,"1","Comedy,Short","Let Me Dream Again"
"17","0000359",4995,"L&#39;homme a la tete en caoutchouc","0",1901,7.2,1971,"3","Comedy,Short","The India Rubber Head"
"18","0000413",5443,"Mephistopheles&#39; School of Magic","0",1902,5.6,257,"3","Comedy,Fantasy,Horror","Mephistopheles' School of Magic"
"19","0000417",1252,"Le voyage dans la lune","0",1902,8.2,35252,"13","Adventure,Fantasy,Sci-Fi","A Trip to the Moon"
"20","0000439",1319,"Great Train Robbery, The","0",1903,7.3,13874,"11","Action,Short,Western","The Great Train Robbery"
"21","0000455",5063,"Music Lover, The","0",1903,6.9,1431,"3","Comedy,Music,Short","The Music Lover"
"22","0000499",6135,"Le voyage a travers l&#39;impossible","0",1904,7.7,2600,"24","Adventure,Fantasy,Sci-Fi","An Impossible Voyage"
"23","0000554",5435,"Humorous Phases of Funny Faces","0",1906,6.2,866,"3","Animation,Comedy,Family","Humorous Phases of Funny Faces"
"24","0000567",5684,"400 Tricks of the Devil, The","0",1906,6.8,699,"17","Fantasy,Horror,Short","The 400 Tricks of the Devil"
"25","0000574",1349,"Story of the Kelly Gang, The","1",1906,6.3,440,"70","Biography,Crime,Drama","The Story of the Kelly Gang"
"26","0001009",4409,"Princess Nicotine; or, The Smoke Fairy","2",1909,6.6,738,"5","Comedy,Fantasy,Short","Princess Nicotine; or, The Smoke Fairy"
"27","0002101",2003,"Cleopatra","2",1912,5.1,366,"100","Drama,History","Cleopatra"
"28","0002281",2005,"Invaders, The","0",1912,6.2,220,"41","Short,Western","The Invaders"
"29","0003424",5915,"Suspense","0",1913,7.4,842,"10","Drama,Short,Thriller","Suspense"
"30","0003512",5364,"Voyage of the Bourrichon Family, The","0",1913,5.3,88,"15","Comedy,Short","The Voyage of the Bourrichon Family"
"31","0003973",4457,"A Florida Enchantment","2",1914,6.1,159,"63","Comedy","A Florida Enchantment"
"32","0004972",1258,"Birth of a Nation, The","2",1915,6.7,19109,"195","Drama,History,War","The Birth of a Nation"
"33","0006745",2008,"Gretchen the Greenhorn","3",1916,6.5,456,"58","Crime,Drama,Romance","Gretchen the Greenhorn"
"34","0006864",5944,"Intolerance: Love&#39;s Struggle Throughout the Ages","0",1916,8,11979,"163","Drama,History","Intolerance: Love's Struggle Throughout the Ages"
"35","0007361",7004,"Snow White","3",1916,6.2,310,"63","Fantasy,Romance","Snow White"
"36","0007507",5368,"Vagabond, The","0",1916,7,2050,"34","Comedy,Romance,Short","The Vagabond"
"37","0008443",1994,"Poor Little Rich Girl, The","3",1917,6.8,1125,"65","Comedy,Drama,Family","The Poor Little Rich Girl"
"38","0008489",2019,"Raffles, the Amateur Cracksman","2",1917,7.2,86,"70","Adventure,Crime,Romance","Raffles, the Amateur Cracksman"
"39","0008499",1993,"Rebecca of Sunnybrook Farm","3",1917,7,696,"78","Comedy,Drama","Rebecca of Sunnybrook Farm"
"40","0008519",2015,"A Romance of the Redwoods","0",1917,6.6,660,"70","Adventure,Comedy,Drama","A Romance of the Redwoods"
"41","0008652",1981,"A Tale of Two Cities","3",1917,6.3,82,"70","Drama,History,Romance","A Tale of Two Cities"
"42","0008844",5441,"Are Crooks Dishonest?","0",1918,6.2,234,"13","Comedy,Short","Are Crooks Dishonest?"
"43","0009652",2007,"Stella Maris","3",1918,7.4,1229,"84","Drama","Stella Maris"
"44","0009682",1996,"Tarzan of the Apes","3",1918,5.9,547,"73","Action,Adventure","Tarzan of the Apes"
"45","0009968",2588,"Broken Blossoms or The Yellow Man and the Girl","0",1919,7.6,7985,"90","Drama,Romance","Broken Blossoms"
"46","0010281",7108,"Ich mochte kein Mann sein","3",1918,7.1,975,"45","Comedy,Romance","I Don't Want to Be a Man"
"47","0010323",1306,"Cabinet of Dr. Caligari, The","0",1920,8.1,45913,"76","Fantasy,Horror,Mystery","The Cabinet of Dr. Caligari"
"48","0010879",2018,"When the Clouds Roll by","3",1919,7,668,"85","Action,Comedy,Romance","When the Clouds Roll by"
"49","0011588",1991,"Pollyanna","3",1920,6.8,278,"58","Comedy,Drama,Family","Pollyanna"
"50","0011870",5948,"Within Our Gates","3",1920,6.4,1681,"79","Drama,Romance","Within Our Gates"
"51","0011979",4204,"Blot, The","3",1921,6.9,379,"91","Drama","The Blot"
"52","0012349",3945,"Kid, The","0",1921,8.3,86534,"68","Comedy,Drama,Family","The Kid"
"53","0012364",5898,"K&ouml;rkarlen (The Phantom Carriage)","2",1921,8.1,7938,"100","Drama,Fantasy,Horror","The Phantom Carriage"
"54","0012532",1263,"Orphans of the Storm","3",1921,7.8,4143,"150","Drama,History,Romance","Orphans of the Storm"
"55","0012543",5361,"Paleface, The","0",1922,7,2281,"20","Comedy,Short,Western","The Paleface"
"56","0013086",5967,"Dr. Mabuse, der Spieler - Ein Bild der Zeit","3",1922,7.9,6046,"242","Crime,Mystery,Thriller","Dr. Mabuse: The Gambler"
"57","0013140",5958,"Foolish Wives","3",1922,7.3,2406,"117","Drama,Thriller","Foolish Wives"
"58","0013257",3800,"H&auml;xan: Witchcraft Through the Ages","3",1922,7.7,9227,"91","Documentary,Fantasy,Horror","Häxan"
"59","0013367",2001,"Man from Beyond, The","1",1922,5.5,172,"74","Mystery","The Man from Beyond"
"60","0013427",5901,"Nanook of the North","1",1922,7.7,8934,"78","Documentary","Nanook of the North"
"61","0013428",1778,"Nathan der Weise","2",1922,7.1,90,"128","Drama,History","Nathan der Weise"
"62","0013442",1307,"Nosferatu, eine Symphonie des Grauens","2",1922,8,75994,"94","Fantasy,Horror","Nosferatu"
"63","0013496",1631,"Phantom, The","2",1922,7,1264,"125","Drama,Fantasy,Romance","Phantom"
"64","0013626",5888,"La souriante Madame Beudet","3",1923,6.8,1560,"54","Drama","The Smiling Madame Beudet"
"65","0013845",6209,"Help!","0",1924,6.9,281,"18","Comedy,Horror,Mystery","Help!"
"66","0014341",5949,"Our Hospitality","0",1923,7.9,8331,"65","Comedy,Romance,Thriller","Our Hospitality"
"67","0014429",1961,"Safety Last!","0",1923,8.2,14940,"70","Comedy,Thriller","Safety Last!"
"68","0014469",1998,"Silent Command, The","2",1923,6.1,52,"80","Drama","The Silent Command"
"69","0014611",1967,"Why Worry?","0",1923,7.5,1270,"63","Adventure,Comedy,Family","Why Worry?"
"70","0014945",2016,"Girl Shy","0",1924,7.9,2598,"87","Comedy,Romance","Girl Shy"
"71","0015116",2020,"Manhandled","3",1924,8,833,"75","Comedy,Drama","Manhandled"
"72","0015163",2009,"Navigator, The","0",1924,8,7415,"59","Action,Comedy,Romance","The Navigator"
"73","0015174",1338,"Kriemhild&#39;s Revenge","2",1924,7.9,3250,"129","Adventure,Drama,Fantasy","Die Nibelungen: Kriemhild's Revenge"
"74","0015175",1337,"Die Nibelungen","2",1924,8.1,4305,"143","Adventure,Drama,Fantasy","Die Nibelungen: Siegfried"
"75","0015324",2011,"Sherlock Jr.","0",1924,8.3,26281,"45","Action,Comedy,Romance","Sherlock Jr."
"76","0015361",5991,"Stachka","0",1925,7.6,5750,"82","Drama","Strike"
"77","0015400",1264,"Thief of Bagdad, The","0",1924,7.9,4639,"155","Adventure,Family,Fantasy","The Thief of Bagdad"
"78","0015498",1960,"Wild Oranges","0",1924,7,343,"88","Drama,Romance","Wild Oranges"
"79","0015532",5974,"Die Abenteuer des Prinzen Achmed","1",1926,7.9,4235,"81","Adventure,Animation,Fantasy","The Adventures of Prince Achmed"
"80","0015624",5962,"Big Parade, The","2",1925,8.2,5401,"151","Drama,Romance,War","The Big Parade"
"81","0015648",1308,"Battleship Potemkin","0",1925,8,45293,"75","Drama,History","Battleship Potemkin"
"82","0015841",2012,"Freshman, The","0",1925,7.6,4156,"76","Comedy,Family,Sport","The Freshman"
"83","0015863",1978,"Go West","0",1925,7.3,2972,"68","Comedy,Western","Go West"
"84","0015864",1309,"Gold Rush, The","0",1925,8.2,82305,"95","Adventure,Comedy,Drama","The Gold Rush"
"85","0016039",5514,"Lost World, The","2",1925,7.1,3815,"106","Adventure,Fantasy,Sci-Fi","The Lost World"
"86","0016220",1305,"Phantom of the Opera, The","2",1925,7.7,13897,"93","Horror","The Phantom of the Opera"
"87","0016332",3077,"Seven Chances","0",1925,8,7363,"56","Comedy,Romance","Seven Chances"
"88","0016884",1260,"Flesh and the Devil","1",1926,8.1,3508,"112","Drama,Romance","Flesh and the Devil"
"89","0016895",1966,"For Heaven&#39;s Sake","0",1926,7.6,1136,"58","Action,Comedy,Romance","For Heaven's Sake"
"90","0017136",1267,"Metropolis","1",1927,8.3,132377,"153","Drama,Sci-Fi","Metropolis"
"91","0017410",3217,"So&#39;s Your Old Man","3",1926,6.7,132,"67","Comedy","So's Your Old Man"
"92","0017449",1334,"Temptress, The","1",1926,7,905,"117","Drama,Romance","The Temptress"
"93","0017825",7324,"Downhill [When Boys Leave Home]","1",1927,6.2,1628,"80","Adventure,Drama,Thriller","When Boys Leave Home"
"94","0017925",1310,"General, The","0",1926,8.2,65544,"67","Action,Adventure,Comedy","The General"
"95","0018033",1227,"It","3",1927,7.4,2489,"72","Comedy,Romance","It"
"96","0018037",5975,"Jazz Singer, The","1",1927,6.7,7722,"88","Drama,Music,Musical","The Jazz Singer"
"97","0018051",1964,"Kid Brother, The","0",1927,7.6,3072,"82","Comedy,Drama,Family","The Kid Brother"
"98","0018183",2010,"My Best Girl","3",1927,7.6,705,"80","Comedy,Romance","My Best Girl"
"99","0018192",1312,"Abel Gance&#39;s Napoleon","2",1927,7.6,5953,"240","Biography,Drama,History","Napoleon"
"100","0018199",1982,"Nevada","0",1927,6.6,68,"\N","Western","Nevada"
"101","0018455",1632,"Sunrise: A Song of Two Humans","2",1927,8.2,38903,"94","Drama,Romance","Sunrise"
"102","0018528",1311,"Unknown, The","0",1927,7.9,5982,"63","Drama,Horror,Romance","The Unknown"
"103","0018578",3118,"Wings","2",1927,7.7,9304,"144","Action,Drama,Romance","Wings"
"104","0018684",1977,"Beggars of Life","0",1928,7.8,705,"100","Adventure,Drama","Beggars of Life"
"105","0018737",2324,"Pandora&#39;s Box (Die B&uuml;chse der Pandora)","3",1929,8,8283,"109","Crime,Drama,Romance","Pandora's Box"
"106","0018742",1970,"Cameraman, The","0",1928,8.3,8586,"69","Comedy,Drama,Family","The Cameraman"
"107","0018773",1968,"Circus, The","0",1928,8.1,21130,"72","Comedy,Romance","The Circus"
"108","0018806",5912,"Crowd, The","1",1928,8,6374,"98","Drama,Romance","The Crowd"
"109","0018839",5984,"Docks of New York, The","2",1928,7.7,3191,"76","Crime,Drama,Film-Noir","The Docks of New York"
"110","0018937",1980,"A Girl in Every Port","0",1928,6.8,524,"78","Action,Adventure,Comedy","A Girl in Every Port"
"111","0019130",2021,"Man Who Laughs, The","2",1928,7.8,4336,"110","Drama,Horror,Mystery","The Man Who Laughs"
"112","0019254",1314,"Passion of Joan of Arc, The","0",1928,8.2,35635,"110","Biography,Drama,History","The Passion of Joan of Arc"
"113","0019258",2013,"Patsy, The","3",1928,8.1,2054,"78","Comedy,Drama,Romance","The Patsy"
"114","0019290",1979,"Power of the Press, The","1",1928,6.6,149,"62","Drama","The Power of the Press"
"115","0019304",1972,"Racket, The","0",1928,7,820,"84","Crime,Drama,Film-Noir","The Racket"
"116","0019412",1963,"Speedy","0",1928,7.7,2548,"85","Action,Comedy,Family","Speedy"
"117","0019421",1971,"Steamboat Bill, Jr.","0",1928,8,10779,"70","Action,Comedy,Drama","Steamboat Bill, Jr."
"118","0019571",2017,"While the City Sleeps","2",1928,6.7,125,"66","Crime,Drama","While the City Sleeps"
"119","0019702",5979,"Blackmail","2",1929,7,8013,"85","Crime,Thriller","Blackmail"
"120","0019760",3897,"Man with a Movie Camera","0",1929,8.4,18215,"68","Documentary,Music","Man with a Movie Camera"
"121","0019777",1953,"Cocoanuts, The","2",1929,7.2,6087,"96","Comedy,Musical","The Cocoanuts"
"122","0020286",6046,"Throw of the Dice","0",1929,6.7,525,"74","Adventure,Drama,Romance","A Throw of Dice"
"123","0020530",1313,"Un chien andalou","0",1929,7.8,39288,"16","Fantasy,Horror,Short","Un Chien Andalou"
"124","0020572",1962,"Welcome Danger","0",1929,6.2,580,"113","Comedy","Welcome Danger"
"125","0020629",1316,"All Quiet on the Western Front","0",1930,8.1,51103,"136","Drama,War","All Quiet on the Western Front"
"126","0020641",1326,"Anna Christie","3",1930,6.9,2319,"89","Drama,Romance","Anna Christie"
"127","0020642",1327,"Anna Christie","3",1931,7.2,655,"85","Drama","Anna Christie"
"128","0020668",6782,"Bat Whispers, The","3",1930,6.5,680,"83","Comedy,Crime,Drama","The Bat Whispers"
"129","0020670",4253,"Be Yourself","2",1930,6,149,"65","Comedy,Musical","Be Yourself!"
"130","0020697",1315,"Blue Angel, The","1",1930,7.8,11594,"106","Drama,Music","The Blue Angel"
"131","0021015",7287,"Juno and the Paycock [The Shame of Mary Boyle]","3",1929,4.8,1740,"85","Comedy,Drama","The Shame of Mary Boyle"
"132","0021040",3713,"Ladies of Leisure","3",1930,6.8,800,"99","Drama,Romance","Ladies of Leisure"
"133","0021079",6043,"Little Caesar","1",1931,7.3,9947,"79","Action,Crime,Drama","Little Caesar"
"134","0021148",3927,"Min and Bill","3",1930,7.3,1337,"69","Comedy,Drama","Min and Bill"
"135","0021156",3865,"Morocco","1",1930,7.3,4274,"92","Drama,Romance","Morocco"
"136","0021165",7291,"Murder!","3",1930,6.4,4711,"104","Crime,Mystery,Thriller","Murder!"
"137","0021577",3871,"L&#39;Age d&#39;Or","0",1930,7.5,10671,"60","Comedy,Drama","L'Age d'Or"
"138","0021735",5741,"Cheat, The","3",1931,6.5,382,"74","Drama","The Cheat"
"139","0021739",6030,"La Chienne","3",1931,7.7,2807,"91","Drama","La Chienne"
"140","0021749",2705,"City Lights","3",1931,8.6,132718,"87","Comedy,Drama,Romance","City Lights"
"141","0021814",1985,"Dracula","2",1931,7.6,38105,"75","Fantasy,Horror","Dracula"
"142","0021884",1317,"Frankenstein","1",1931,7.9,54799,"70","Drama,Horror,Sci-Fi","Frankenstein"
"143","0022000",1828,"Indiscreet","3",1931,7.8,1196,"92","Comedy,Drama,Musical","Indiscreet"
"144","0022054",1956,"Last Flight, The","0",1931,7.8,1169,"76","Drama","The Last Flight"
"145","0022074",4243,"Smiling Lieutenant, The","2",1931,7.8,2832,"93","Comedy,Musical,Romance","The Smiling Lieutenant"
"146","0022100",610,"M","3",1931,8.4,117523,"117","Crime,Drama,Mystery","M"
"147","0022158",2384,"Monkey Business","1",1931,7.6,9901,"77","Comedy,Musical","Monkey Business"
"148","0022183",628,"M&auml;dchen in Uniform","3",1931,7.8,1932,"88","Drama,Romance","Mädchen in Uniform"
"149","0022208",636,"Night Nurse","3",1931,7.1,2590,"72","Comedy,Crime,Drama","Night Nurse"
"150","0022251",1974,"Pardon Us","0",1931,7,1639,"56","Comedy,Crime,Drama","Pardon Us"
"151","0022286",5934,"Public Enemy, The","3",1931,7.7,15021,"83","Crime,Drama","The Public Enemy"
"152","0022395",7294,"Skin Game, The","3",1931,5.8,2388,"85","Drama","The Skin Game"
"153","0022458",1633,"Tabu: A Story of the South Seas","0",1931,7.6,4005,"86","Adventure,Drama,Romance","Tabu: A Story of the South Seas"
"154","0022599",6031,"A Nous la Liberte","1",1931,7.6,3445,"104","Comedy,Musical","À Nous la Liberté"
"155","0022614",1983,"Age of Consent, The","2",1932,6,225,"63","Drama,Romance","The Age of Consent"
"156","0022694",6990,"Blue Light (Das Blaue Licht), The","1",1932,6.9,947,"85","Drama,Fantasy,Mystery","The Blue Light"
"157","0022718",2767,"Boudu Saved from Drowning","1",1932,7.5,4383,"85","Comedy","Boudu Saved from Drowning"
"158","0022913",3659,"Freaks","2",1932,7.9,36032,"64","Drama,Horror","Freaks"
"159","0022940",5783,"Girl from Calgary, The","2",1932,5.6,46,"64","Comedy,Musical","The Girl from Calgary"
"160","0022958",1328,"Grand Hotel","3",1932,7.6,14634,"112","Drama,Romance","Grand Hotel"
"161","0023027",2383,"Horse Feathers","1",1932,7.7,10291,"68","Comedy,Musical,Romance","Horse Feathers"
"162","0023042",1318,"I Am a Fugitive from a Chain Gang","1",1932,8.1,9917,"92","Crime,Drama,Film-Noir","I Am a Fugitive from a Chain Gang"
"163","0023158",6052,"Love Me Tonight","2",1932,7.7,3065,"104","Comedy,Musical,Romance","Love Me Tonight"
"164","0023196",1333,"Mata Hari","3",1931,6.7,2766,"89","Crime,Drama,Romance","Mata Hari"
"165","0023213",5742,"Merrily We Go to Hell","3",1932,6.8,602,"78","Comedy,Drama,Romance","Merrily We Go to Hell"
"166","0023238",3658,"Most Dangerous Game, The","0",1932,7.2,8213,"63","Adventure,Horror,Mystery","The Most Dangerous Game"
"167","0023285",7301,"Number 17","0",1932,5.8,3853,"66","Crime,Mystery,Thriller","Number 17"
"168","0023293",4775,"Old Dark House, The","3",1932,7.3,6484,"72","Comedy,Horror,Thriller","The Old Dark House"
"169","0023385",6092,"Red-Headed Woman","3",1932,7.1,2192,"79","Comedy,Romance","Red-Headed Woman"
"170","0023395",7296,"Rich and Strange [East of Shanghai]","2",1931,5.9,3387,"92","Comedy,Romance,Thriller","East of Shanghai"
"171","0023427",6063,"Scarface","1",1932,7.8,21702,"93","Action,Crime,Drama","Scarface"
"172","0023458",5929,"Shanghai Express","3",1932,7.4,5748,"82","Adventure,Drama,Romance","Shanghai Express"
"173","0023582",6852,"Thirteen Women","3",1932,6.3,903,"73","Drama,Horror,Mystery","Thirteen Women"
"174","0023590",6051,"Three on a Match","3",1932,7.3,2563,"63","Crime,Drama,Romance","Three on a Match"
"175","0023634",3530,"I Was Born, But...","1",1932,8.1,3858,"100","Comedy,Drama","I Was Born, But..."
"176","0023649",5910,"Vampyr","3",1932,7.6,12691,"83","Fantasy,Horror","Vampyr"
"177","0023694",2550,"White Zombie","0",1932,6.4,7657,"69","Horror","White Zombie"
"178","0023753",3188,"Alice in Wonderland","3",1933,6.5,1615,"76","Adventure,Family,Fantasy","Alice in Wonderland"
"179","0023775",7528,"Baby Face","3",1933,7.6,4894,"71","Drama,Romance","Baby Face"
"180","0023932",5029,"Day of Reckoning","3",1933,6.5,129,"69","Drama","Day of Reckoning"
"181","0023935",6176,"Death Kiss, The","1",1932,6.1,754,"75","Comedy,Crime,Drama","The Death Kiss"
"182","0023969",5185,"Duck Soup","1",1933,8,50324,"68","Comedy,Musical,War","Duck Soup"
"183","0024008",6056,"Female","3",1933,6.8,1331,"60","Comedy,Drama,Romance","Female"
"184","0024028",802,"Footlight Parade","3",1933,7.7,3804,"104","Comedy,Musical,Romance","Footlight Parade"
"185","0024034",4335,"42nd Street","3",1933,7.6,8935,"89","Comedy,Musical,Romance","42nd Street"
"186","0024069",5916,"Gold Diggers of 1933","3",1933,8.1,6047,"97","Comedy,Drama,Musical","Gold Diggers of 1933"
"187","0024184",7450,"Invisible Man, The","1",1933,7.7,24114,"71","Horror,Sci-Fi","The Invisible Man"
"188","0024188",3844,"Island of Lost Souls","1",1932,7.5,6577,"70","Horror,Sci-Fi","Island of Lost Souls"
"189","0024216",2229,"King Kong","0",1933,7.9,70422,"100","Adventure,Horror,Sci-Fi","King Kong"
"190","0024264",2231,"Little Women","3",1933,7.4,5210,"115","Drama,Family,Romance","Little Women"
"191","0024432",6205,"Peanut Vendor, The","0",1933,6.2,61,"\N","Animation,Music,Short","The Peanut Vendor"
"192","0024473",1248,"Private Life of Henry VIII., The","1",1933,7.2,3018,"97","Biography,Comedy,Drama","The Private Life of Henry VIII."
"193","0024481",1330,"Queen Christina","3",1933,7.8,6171,"99","Biography,Drama,History","Queen Christina"
"194","0024625",6193,"A Study in Scarlet","3",1933,5.7,655,"72","Mystery,Thriller","A Study in Scarlet"
"195","0024679",5752,"Tomorrow at Seven","3",1933,5.6,190,"62","Comedy,Crime,Drama","Tomorrow at Seven"
"196","0024727",3210,"Vanpire Bat, The","3",1933,5.7,1658,"65","Drama,Horror,Mystery","The Vampire Bat"
"197","0024831",5319,"Anne of Green Gables","3",1934,7.1,854,"78","Comedy,Drama,Family","Anne of Green Gables"
"198","0024844",1795,"L&#39;atalante","0",1934,7.9,11874,"89","Comedy,Drama,Romance","L'Atalante"
"199","0024961",1324,"Cat&#39;s-Paw, The","1",1934,6.9,928,"102","Comedy","The Cat's-Paw"
"200","0024991",1270,"Cleopatra","1",1934,6.9,2890,"100","Biography,Drama,History","Cleopatra"
"201","0025004",1246,"Count of Monte Cristo, The","1",1934,7.6,2010,"113","Action,Adventure,Drama","The Count of Monte Cristo"
"202","0025091",6772,"Evelyn Prentice","3",1934,6.9,1127,"79","Drama,Mystery,Romance","Evelyn Prentice"
"203","0025301",7999,"Imitation of Life","3",1934,7.6,3313,"111","Drama,Romance","Imitation of Life"
"204","0025316",621,"It Happened One Night","3",1934,8.1,78400,"105","Comedy,Romance","It Happened One Night"
"205","0025423",1969,"Lost Patrol, The","0",1934,7,2501,"73","Adventure,War","The Lost Patrol"
"206","0025424",5523,"Lost in the Stratosphere","2",1934,4.3,61,"64","Comedy,Drama","Lost in the Stratosphere"
"207","0025452",7304,"Man Who Knew Too Much, The","3",1934,6.9,14245,"75","Crime,Mystery,Thriller","The Man Who Knew Too Much"
"208","0025465",4702,"Maniac","3",1934,3.4,1768,"51","Horror","Maniac"
"209","0025586",1379,"Of Human Bondage","1",1934,7.3,5013,"83","Drama,Romance","Of Human Bondage"
"210","0025617",1329,"Painted Veil, The","1",1934,6.7,1064,"85","Drama,Romance","The Painted Veil"
"211","0025746",1325,"Scarlet Empress, The","3",1934,7.7,4680,"104","Drama,History,Romance","The Scarlet Empress"
"212","0025755",5821,"Search for Beauty","3",1934,6.3,479,"78","Comedy,Crime,Romance","Search for Beauty"
"213","0025822",4443,"Spitfire","3",1934,5.5,585,"87","Drama","Spitfire"
"214","0026029",1242,"39 Steps, The","3",1935,7.8,44084,"86","Mystery,Thriller","The 39 Steps"
"215","0026071",1261,"Anna Karenina","2",1935,7.1,4290,"95","Drama,Romance","Anna Karenina"
"216","0026138",3891,"Bride of Frankenstein, The","3",1935,7.9,36570,"75","Drama,Horror,Sci-Fi","Bride of Frankenstein"
"217","0026599",5750,"Lady in Scarlet, The","2",1935,6.1,97,"65","Mystery,Romance","The Lady in Scarlet"
"218","0026663",7998,"Mad Love","2",1935,7.4,3578,"68","Horror,Romance,Sci-Fi","Mad Love"
"219","0026667",2756,"Magnificent Obsession","3",1935,7.1,627,"112","Drama,Romance","Magnificent Obsession"
"220","0026752",1361,"Mutiny on the Bounty","1",1935,7.8,17937,"132","Adventure,Biography,Drama","Mutiny on the Bounty"
"221","0026768",1685,"Naughty Marietta","3",1935,7,914,"105","Drama,Musical,Romance","Naughty Marietta"
"222","0026778",3881,"A Night At The Opera","1",1935,8,27207,"96","Comedy,Music,Musical","A Night at the Opera"
"223","0026939",5913,"Riverside Murder, The","2",1935,6,138,"64","Crime,Mystery","The Riverside Murder"
"224","0026942",2362,"Roberta","3",1935,7.1,2483,"106","Comedy,Musical,Romance","Roberta"
"225","0027125",595,"Top Hat","2",1935,7.8,14801,"101","Comedy,Musical,Romance","Top Hat"
"226","0027387",2363,"Born to Dance","3",1936,6.8,1094,"106","Comedy,Musical","Born to Dance"
"227","0027407",4143,"Bullets or Ballots","3",1936,7.1,2171,"82","Crime,Drama,Film-Noir","Bullets or Ballots"
"228","0027438",1237,"Charge of the Light Brigade, The","1",1936,7.1,3800,"115","Action,Adventure,Romance","The Charge of the Light Brigade"
"229","0027545",7992,"Dracula&#39;s Daughter","3",1936,6.4,4525,"71","Drama,Fantasy,Horror","Dracula's Daughter"
"230","0027562",2699,"Earthworm Tractors","1",1936,6.4,306,"69","Comedy","Earthworm Tractors"
"231","0027652",6096,"Fury","2",1936,7.9,9716,"92","Crime,Drama,Film-Noir","Fury"
"232","0027698",3401,"Great Ziegfeld, The","3",1936,6.8,5909,"176","Biography,Drama,Musical","The Great Ziegfeld"
"233","0027752",3560,"Only Son, The","3",1936,7.9,2402,"87","Drama","The Only Son"
"234","0027977",1323,"Modern Times","0",1936,8.5,173194,"87","Comedy,Drama,Family","Modern Times"
"235","0027996",1992,"Mr. Deeds Goes to Town","3",1936,8,16806,"115","Comedy,Drama,Romance","Mr. Deeds Goes to Town"
"236","0028000",6174,"Murder at Glen Athol","3",1936,6.3,158,"64","Mystery","Murder at Glen Athol"
"237","0028010",5852,"My Man Godfrey","2",1936,8.1,17292,"94","Comedy,Drama,Romance","My Man Godfrey"
"238","0028021",2853,"Osaka Elegy","3",1936,7.4,1597,"71","Comedy,Drama","Osaka Elegy"
"239","0028092",4010,"Pennies from Heaven","3",1936,6.6,534,"81","Comedy,Drama,Music","Pennies from Heaven"
"240","0028096",1369,"Petrified Forest, The","3",1936,7.6,10567,"82","Drama,Film-Noir,Romance","The Petrified Forest"
"241","0028174",2554,"Revolt of the Zombies","0",1936,3.2,1248,"65","Adventure,Horror","Revolt of the Zombies"
"242","0028203",4069,"Romeo and Juliet","3",1936,6.7,1421,"125","Drama,Romance","Romeo and Juliet"
"243","0028212",5926,"Sabotage","3",1936,7.1,12375,"76","Thriller","Sabotage"
"244","0028216",1359,"San Francisco","1",1936,7.3,4263,"115","Drama,Musical,Romance","San Francisco"
"245","0028231",7308,"Secret Agent","3",1936,6.6,6751,"86","Mystery,Thriller","Secret Agent"
"246","0028333",596,"Swing Time","1",1936,7.7,10147,"103","Comedy,Musical,Romance","Swing Time"
"247","0028355",3280,"Theodora Goes Wild","3",1936,7.3,1766,"94","Comedy,Romance","Theodora Goes Wild"
"248","0028356",7227,"These Three","2",1936,7.6,1825,"93","Drama,Romance","These Three"
"249","0028505",1360,"Wife vs. Secretary","2",1936,7.1,2600,"88","Comedy,Drama,Romance","Wife vs. Secretary"
"250","0028597",6554,"Awful Truth, The","3",1937,7.9,14914,"91","Comedy,Romance","The Awful Truth"
"251","0028683",3598,"Camille","3",1936,7.5,6242,"109","Drama,Romance","Camille"
