"","nconst","tconst","ordering","category","primaryName","primaryProfession"
"13405","nm0243842","0118799",4,"actor","Giustino Durano","actor,writer"
"13406","nm0243890","0046705",4,"actress","Anita Durante","actress"
"13407","nm0244058","1626201",7,"writer","Brook Durham","writer,actor,producer"
"13408","nm0244151","3184934",1,"actor","Romain Duris","actor,soundtrack"
"13409","nm0244151","5294550",4,"actor","Romain Duris","actor,soundtrack"
"13410","nm0244151","1937118",1,"actor","Romain Duris","actor,soundtrack"
"13411","nm0244151","2027140",1,"actor","Romain Duris","actor,soundtrack"
"13412","nm0244445","1641624",7,"composer","Loïc Dury","composer,music_department,soundtrack"
"13413","nm0244620","0087781",8,"writer","Phil Dusenberry","writer,director,soundtrack"
"13414","nm0244630","0818165",1,"actress","Eliza Dushku","actress,producer,executive"
"13415","nm0244630","0204946",2,"actress","Eliza Dushku","actress,producer,executive"
"13416","nm0244684","0079336",4,"actress","Nancy Dussault","actress,soundtrack"
"13417","nm0244707","2330546",3,"actor","André Dussollier","actor"
"13418","nm0244891","0052572",9,"editor","Dulal Dutta","editor,editorial_department,sound_department"
"13419","nm0244891","0059348",9,"editor","Dulal Dutta","editor,editorial_department,sound_department"
"13420","nm0244891","0048473",9,"editor","Dulal Dutta","editor,editorial_department,sound_department"
"13421","nm0244989","0000014",2,"actor","Benoît Duval","actor"
"13422","nm0245112","0179116",2,"actress","Clea DuVall","actress,director,producer"
"13423","nm0245112","0829297",2,"actress","Clea DuVall","actress,director,producer"
"13424","nm0245112","3118958",2,"actress","Clea DuVall","actress,director,producer"
"13425","nm0245164","1661420",4,"actor","Nicolas Duvauchelle","actor"
"13426","nm0245178","0021577",9,"cinematographer","Albert Duverger","cinematographer,camera_department"
"13427","nm0245178","0020530",5,"cinematographer","Albert Duverger","cinematographer,camera_department"
"13428","nm0245213","0035415",5,"director","Julien Duvivier","writer,director,producer"
"13429","nm0245213","0040098",5,"director","Julien Duvivier","writer,director,producer"
"13430","nm0245213","0029453",5,"director","Julien Duvivier","writer,director,producer"
"13431","nm0245235","0117420",5,"writer","Frank Dux","actor,miscellaneous,producer"
"13432","nm0245240","0048133",4,"actor","Pierre Dux","actor,miscellaneous,director"
"13433","nm0245299","0079813",8,"writer","Russ Dvonch","writer,actor,editorial_department"
"13434","nm0245304","0023590",3,"actress","Ann Dvorak","actress,soundtrack,miscellaneous"
"13435","nm0245304","0023427",2,"actress","Ann Dvorak","actress,soundtrack,miscellaneous"
"13436","nm0245356","0086541",4,"actor","Peter Dvorsky","actor"
"13437","nm0245367","0069293",4,"actor","Vladislav Dvorzhetskiy","actor"
"13438","nm0245385","0039236",5,"director","Allan Dwan","director,writer,producer"
"13439","nm0245385","0015116",5,"director","Allan Dwan","director,writer,producer"
"13440","nm0245493","1441951",7,"producer","Finola Dwyer","producer,sound_department,editor"
"13441","nm0245493","1661275",8,"producer","Finola Dwyer","producer,sound_department,editor"
"13442","nm0245493","0263725",7,"producer","Finola Dwyer","producer,sound_department,editor"
"13443","nm0245536","0016332",2,"actress","Ruth Dwyer","actress"
"13444","nm0245683","0080421",8,"writer","Anne Dyer","writer"
"13445","nm0245876","0116931",4,"actor","Matthew Dyktynski","actor,soundtrack"
"13446","nm0245913","0084548",6,"writer","Janusz Dymek","director,actor,writer"
"13447","nm0245988","1854236",2,"actress","Trine Dyrholm","actress,director,music_department"
"13448","nm0246185","1821641",9,"producer","Piotr Dzieciol","producer,production_manager,miscellaneous"
"13449","nm0246185","2718492",8,"producer","Piotr Dzieciol","producer,production_manager,miscellaneous"
"13450","nm0246189","1485698",2,"actor","Marian Dziedziel","actor"
"13451","nm0246196","0068205",8,"composer","Arié Dzierlatka","composer,actor,music_department"
"13452","nm0246205","4005402",10,"composer","André Dziezuk","composer,music_department"
"13453","nm0246386","1255953",2,"actress","Mélissa Désormeaux-Poulin","actress"
"13454","nm0246386","3106846",3,"actress","Mélissa Désormeaux-Poulin","actress"
"13455","nm0246404","3106846",6,"producer","Luc Déry","producer,actor"
"13456","nm0246404","3483194",7,"producer","Luc Déry","producer,actor"
"13457","nm0246404","2011971",7,"producer","Luc Déry","producer,actor"
"13458","nm0246404","1255953",8,"producer","Luc Déry","producer,actor"
"13459","nm0246503","1078600",5,"director","Agustín Díaz Yanes","writer,director,assistant_director"
"13460","nm0246738","0098147",10,"composer","Romeo Díaz","composer,music_department"
"13461","nm0246903","3469518",5,"director","Doris Dörrie","writer,director,actress"
"13462","nm0246903","4667788",5,"director","Doris Dörrie","writer,director,actress"
"13463","nm0247243","0140627",1,"actor","Jim Earl","writer,producer,actor"
"13464","nm0247451","0067810",6,"composer","Earth Wind & Fire","soundtrack,actor,music_department"
"13465","nm0247460","0040725",9,"composer","Brian Easdale","composer,music_department,soundtrack"
"13466","nm0247460","0054167",7,"composer","Brian Easdale","composer,music_department,soundtrack"
"13467","nm0247579","0098105",4,"actress","Leslie Easterbrook","actress,soundtrack,producer"
"13468","nm0247628","0065724",6,"writer","Carole Eastman","writer,actress,music_department"
"13469","nm0247653","3949660",9,"writer","Kevin Eastman","writer,actor,producer"
"13470","nm0247653","0453556",7,"writer","Kevin Eastman","writer,actor,producer"
"13471","nm0247659","0063350",4,"actress","Marilyn Eastman","actress"
"13472","nm0247691","0088323",8,"writer","Robert Easton","actor,miscellaneous,writer"
"13473","nm0247762","1205489",9,"composer","Kyle Eastwood","soundtrack,composer,music_department"
"13474","nm0247787","1259574",9,"producer","Andrew Eaton","producer,director"
"13475","nm0247787","0448124",9,"producer","Andrew Eaton","producer,director"
"13476","nm0247787","1979320",7,"producer","Andrew Eaton","producer,director"
"13477","nm0247787","0411705",6,"producer","Andrew Eaton","producer,director"
"13478","nm0247881","0058150",4,"actress","Shirley Eaton","actress,soundtrack,stunts"
"13479","nm0247954","0046345",3,"actress","Dagmar Ebbesen","actress,soundtrack"
"13480","nm0248054","0087799",5,"director","Thom Eberhardt","director,writer,miscellaneous"
"13481","nm0248082","0111282",7,"producer","Oliver Eberle","producer,writer,assistant_director"
"13482","nm0248203","0051964",4,"actress","Blandine Ebinger","actress,soundtrack"
"13483","nm0248248","0256415",6,"writer","Douglas J. Eboch","writer,actor,director"
"13484","nm0248254","1183276",3,"actor","Eriq Ebouaney","actor"
"13485","nm0248334","0064708",1,"actor","Ted Eccles","producer,director,actor"
"13486","nm0248408","0245712",1,"actor","Emilio Echevarría","actor"
"13487","nm0248552","2147550",7,"producer","Michael Eckelt","producer,actor,writer"
"13488","nm0248740","0067023",7,"producer","George Eckstein","producer,writer,director"
"13489","nm0248890","0011588",4,"actress","Helen Jerome Eddy","actress"
"13490","nm0248890","0008499",3,"actress","Helen Jerome Eddy","actress"
"13491","nm0248904","0038718",1,"actor","Nelson Eddy","soundtrack,actor,art_department"
"13492","nm0248904","0034882",2,"actor","Nelson Eddy","soundtrack,actor,art_department"
"13493","nm0248942","0082176",5,"director","Uli Edel","director,writer,producer"
"13494","nm0248944","1212454",9,"producer","Jana Edelbaum","producer,executive"
"13495","nm0248997","2406252",9,"cinematographer","Pawel Edelman","cinematographer,camera_department,actor"
"13496","nm0249041","4788934",6,"writer","Dan Edelstein","sound_department,editorial_department,writer"
"13497","nm0249050","1179069",9,"producer","Neal Edelstein","producer,director,writer"
"13498","nm0249050","0166924",6,"producer","Neal Edelstein","producer,director,writer"
"13499","nm0249050","0166896",8,"producer","Neal Edelstein","producer,director,writer"
"13500","nm0249136","0050419",7,"producer","Roger Edens","soundtrack,music_department,producer"
"13501","nm0249186","0015400",9,"cinematographer","Arthur Edeson","cinematographer,camera_department,assistant_director"
"13502","nm0249291","1790885",2,"actor","Joel Edgerton","actor,writer,producer"
"13503","nm0249291","4695012",1,"actor","Joel Edgerton","actor,writer,producer"
"13504","nm0249291","5519340",2,"actor","Joel Edgerton","actor,writer,producer"
"13505","nm0249291","4669986",2,"actor","Joel Edgerton","actor,writer,producer"
"13506","nm0249291","2649554",2,"actor","Joel Edgerton","actor,writer,producer"
"13507","nm0249421","0120913",10,"writer","Ben Edlund","producer,writer,animation_department"
"13508","nm0249525","1640484",8,"producer","Tracey E. Edmonds","producer,writer,actress"
"13509","nm0249525","0120169",6,"producer","Tracey E. Edmonds","producer,writer,actress"
"13510","nm0249550","2330312",2,"actress","Sarah Edmondson","actress,miscellaneous,producer"
"13511","nm0249682","0243664",6,"writer","Margaret Edson","writer"
"13512","nm0249735","0098189",1,"actor","Allan Edwall","actor,writer,soundtrack"
"13513","nm0249882","0206275",7,"writer","Cheryl Edwards","writer"
"13514","nm0249897","0443536",5,"director","Cory Edwards","writer,actor,director"
"13515","nm0250053","0014469",5,"director","J. Gordon Edwards","director,writer,producer"
"13516","nm0250360","0068156",7,"writer","Sherman Edwards","soundtrack,music_department,writer"
"13517","nm0250366","0015400",3,"actor","Snitz Edwards","actor"
"13518","nm0250366","0016332",4,"actor","Snitz Edwards","actor"
"13519","nm0250368","0119361",3,"actress","Stacy Edwards","actress"
"13520","nm0250373","0339071",8,"composer","Stephen Edwards","soundtrack,composer,music_department"
"13521","nm0250410","0443536",6,"director","Todd Edwards","writer,director,actor"
"13522","nm0250680","0435711",8,"producer","James Egan","producer,executive"
"13523","nm0250743","0119282",2,"actress","Susan Egan","actress,soundtrack"
"13524","nm0250790","0013086",2,"actress","Aud Egede-Nissen","actress,producer,production_manager"
"13525","nm0250790","0013496",3,"actress","Aud Egede-Nissen","actress,producer,production_manager"
"13526","nm0250813","2106476",9,"composer","Nikolaj Egelund","composer,music_department,actor"
"13527","nm0250867","0116136",10,"cinematographer","David Eggby","cinematographer,camera_department,assistant_director"
"13528","nm0250867","0120458",10,"cinematographer","David Eggby","cinematographer,camera_department,assistant_director"
"13529","nm0250867","0079501",9,"cinematographer","David Eggby","cinematographer,camera_department,assistant_director"
"13530","nm0250964","0034746",4,"actress","Mártha Eggerth","actress,soundtrack"
"13531","nm0250995","0198781",10,"writer","Ralph Eggleston","animation_department,art_department,production_designer"
"13532","nm0251021","0319769",3,"actor","José Ángel Egido","actor,stunts"
"13533","nm0251063","0044837",9,"actor","Andre Eglevsky","actor,miscellaneous"
"13534","nm0251139","0117797",4,"actor","Yôsuke Eguchi","actor"
"13535","nm0251328","0117102",7,"writer","Kerry Ehrin","producer,writer,miscellaneous"
"13536","nm0251432","0013428",3,"actress","Lia Eibenschütz","actress"
"13537","nm0251536","0088323",9,"producer","Bernd Eichinger","producer,writer,director"
"13538","nm0251536","0082176",9,"producer","Bernd Eichinger","producer,writer,director"
"13539","nm0251536","0120152",8,"producer","Bernd Eichinger","producer,writer,director"
"13540","nm0251536","0120804",7,"producer","Bernd Eichinger","producer,writer,director"
"13541","nm0251632","0118015",7,"composer","Philippe Eidel","composer,music_department,actor"
"13542","nm0251678","0265349",3,"actor","David Eigenberg","actor"
"13543","nm0251774","0407246",5,"director","Fernando Eimbcke","director,writer,editor"
"13544","nm0251964","0047878",10,"editor","Robert S. Eisen","editor,editorial_department,production_manager"
"13545","nm0251986","1622547",1,"actor","Jesse Eisenberg","actor,writer,soundtrack"
"13546","nm0251986","1853643",1,"actor","Jesse Eisenberg","actor,writer,soundtrack"
"13547","nm0251986","3110958",1,"actor","Jesse Eisenberg","actor,writer,soundtrack"
"13548","nm0251986","2975590",4,"actor","Jesse Eisenberg","actor,writer,soundtrack"
"13549","nm0251986","3316948",1,"actor","Jesse Eisenberg","actor,writer,soundtrack"
"13550","nm0251986","1859650",3,"actor","Jesse Eisenberg","actor,writer,soundtrack"
"13551","nm0251986","0257516",2,"actor","Jesse Eisenberg","actor,writer,soundtrack"
"13552","nm0252046","0098453",8,"producer","Rafael Eisenman","producer,director,writer"
"13553","nm0252067","0110722",2,"actress","Debra Eisenstadt","actress,producer,director"
"13554","nm0252100","0038559",7,"writer","Jo Eisinger","writer,producer"
"13555","nm0252111","0054462",2,"actor","Anthony Eisley","actor,writer,soundtrack"
"13556","nm0252135","1618442",5,"director","Breck Eisner","director,producer,actor"
"13557","nm0252155","0119081",6,"writer","Philip Eisner","writer,actor"
"13558","nm0252162","0831887",6,"writer","Will Eisner","writer,art_department,miscellaneous"
"13559","nm0252230","1190080",3,"actor","Chiwetel Ejiofor","actor,soundtrack,director"
"13560","nm0252230","0206634",3,"actor","Chiwetel Ejiofor","actor,soundtrack,director"
"13561","nm0252230","2024544",1,"actor","Chiwetel Ejiofor","actor,soundtrack,director"
"13562","nm0252230","1211837",2,"actor","Chiwetel Ejiofor","actor,soundtrack,director"
"13563","nm0252238","2975578",2,"actress","Carmen Ejogo","actress,soundtrack"
"13564","nm0252238","4695012",3,"actress","Carmen Ejogo","actress,soundtrack"
"13565","nm0252238","6000478",3,"actress","Carmen Ejogo","actress,soundtrack"
"13566","nm0252238","1876451",2,"actress","Carmen Ejogo","actress,soundtrack"
"13567","nm0252299","0046345",2,"actor","Lars Ekborg","actor,soundtrack"
"13568","nm0252321","0048641",6,"producer","Allan Ekelund","production_manager,producer,assistant_director"
"13569","nm0252321","0050976",6,"producer","Allan Ekelund","production_manager,producer,assistant_director"
"13570","nm0252345","0050976",3,"actor","Bengt Ekerot","actor,director,assistant_director"
"13571","nm0252728","1942989",1,"actor","Khaled Nabawy","actor"
"13572","nm0252832","0082484",3,"actor","Nicholas Kadi","actor,miscellaneous"
"13573","nm0252961","1365050",8,"producer","Idris Elba","actor,producer,writer"
"13574","nm0252961","2948356",3,"actor","Idris Elba","actor,producer,writer"
"13575","nm0252961","2011159",2,"actor","Idris Elba","actor,producer,writer"
"13576","nm0252961","1071875",3,"actor","Idris Elba","actor,producer,writer"
