"nconst","tconst","crew.type","primaryName","primaryProfession"
"nm0159015","0449172","dir1","Segundo de Chomón","director,cinematographer,writer"
"nm0159015","1802750","dir1","Segundo de Chomón","director,cinematographer,writer"
"nm0159039","0338564","writ2","Felix Chong","writer,director,actor"
"nm0159039","0407887","writ3","Felix Chong","writer,director,actor"
"nm0159147","0112870","writ1","Aditya Chopra","producer,writer,director"
"nm0159147","0420332","writ1","Aditya Chopra","producer,writer,director"
"nm0159147","0112870","dir1","Aditya Chopra","producer,writer,director"
"nm0159262","0305589","writ1","Pierre Chosson","writer,director,miscellaneous"
"nm0159262","0120449","writ4","Pierre Chosson","writer,director,miscellaneous"
"nm0159318","0274155","writ1","Laurent Chouchan","writer,actor,director"
"nm0159443","0806027","writ1","Chris Chow","writer,camera_department,director"
"nm0159507","0116426","dir1","Stephen Chow","actor,producer,writer"
"nm0159507","2017561","writ1","Stephen Chow","actor,producer,writer"
"nm0159507","0373074","writ1","Stephen Chow","actor,producer,writer"
"nm0159507","0286112","writ1","Stephen Chow","actor,producer,writer"
"nm0159507","0286112","dir1","Stephen Chow","actor,producer,writer"
"nm0159507","0940709","writ1","Stephen Chow","actor,producer,writer"
"nm0159507","0116426","writ1","Stephen Chow","actor,producer,writer"
"nm0159507","0373074","dir1","Stephen Chow","actor,producer,writer"
"nm0159507","2017561","dir2","Stephen Chow","actor,producer,writer"
"nm0159507","0940709","dir1","Stephen Chow","actor,producer,writer"
"nm0159725","0013257","writ1","Benjamin Christensen","director,writer,actor"
"nm0159725","0013257","dir1","Benjamin Christensen","director,writer,actor"
"nm0159835","1332134","writ2","Lars Saabye Christensen","writer,miscellaneous"
"nm0159892","0449487","writ1","Ronnie Christensen","writer,director,producer"
"nm0160026","0068282","writ1","H.R. Christian","writer"
"nm0160108","0067637","dir1","Christian-Jaque","director,writer,production_designer"
"nm0160126","0295725","dir1","Rich Christiano","producer,writer,director"
"nm0160126","0295725","writ1","Rich Christiano","producer,writer,director"
"nm0160157","1265990","dir1","Christian E. Christiansen","director,production_manager,writer"
"nm0160391","2239822","writ1","Pierre Christin","writer"
"nm0160602","0120577","writ1","Mark Christopher","writer,producer,director"
"nm0160602","0120577","dir1","Mark Christopher","writer,producer,director"
"nm0160840","1583421","dir1","Jon M. Chu","producer,writer,director"
"nm0160840","1023481","dir1","Jon M. Chu","producer,writer,director"
"nm0160840","3110958","dir1","Jon M. Chu","producer,writer,director"
"nm0160840","3614530","dir1","Jon M. Chu","producer,writer,director"
"nm0160935","0134983","writ2","Daniel Chuba","visual_effects,producer,writer"
"nm0160942","1372306","writ1","Ken Chubb","miscellaneous,writer,producer"
"nm0160952","0244297","dir1","Lyndon Chubbuck","director,producer,editor"
"nm0161003","0117723","writ4","Dick Chudnow","actor,writer,soundtrack"
"nm0161152","0425430","dir2","Oxide Chun Pang","director,writer,producer"
"nm0161152","0406759","writ3","Oxide Chun Pang","director,writer,producer"
"nm0161285","0402022","writ3","Peter Chung","animation_department,art_department,writer"
"nm0161330","1442437","writ4","Cindy Chupack","producer,writer,miscellaneous"
"nm0161615","0060959","dir1","Vera Chytilová","director,writer,actress"
"nm0161615","0060959","writ1","Vera Chytilová","director,writer,actress"
"nm0161621","0066380","writ1","Jaime Chávarri","director,writer,actor"
"nm0161834","1120985","dir1","Derek Cianfrance","director,writer,cinematographer"
"nm0161834","1817273","dir1","Derek Cianfrance","director,writer,cinematographer"
"nm0161834","1817273","writ1","Derek Cianfrance","director,writer,cinematographer"
"nm0161834","1120985","writ1","Derek Cianfrance","director,writer,cinematographer"
"nm0161834","2547584","writ1","Derek Cianfrance","director,writer,cinematographer"
"nm0161834","2547584","dir1","Derek Cianfrance","director,writer,cinematographer"
"nm0162274","0118826","writ1","Santo Cilauro","producer,writer,actor"
"nm0162274","0205873","writ1","Santo Cilauro","producer,writer,actor"
"nm0162274","1735839","writ1","Santo Cilauro","producer,writer,actor"
"nm0162878","0083942","writ1","Souleymane Cissé","director,writer,producer"
"nm0162878","0083942","dir1","Souleymane Cissé","director,writer,producer"
"nm0162888","0106452","writ2","Raymond Cistheri","writer"
"nm0162952","0054599","writ2","Sergio Citti","writer,director,assistant_director"
"nm0163229","0048133","writ1","René Clair","writer,director,producer"
"nm0163229","0022599","writ1","René Clair","writer,director,producer"
"nm0163229","0048133","dir1","René Clair","writer,director,producer"
"nm0163229","0022599","dir1","René Clair","writer,director,producer"
"nm0163375","0349416","dir1","Michael Clancy","director,writer"
"nm0163375","0349416","writ1","Michael Clancy","director,writer"
"nm0163572","3832158","dir1","Peter Claridge","director,visual_effects,assistant_director"
"nm0163632","0132134","dir1","Alfred Clark","director,producer"
"nm0163706","0068370","dir1","Bob Clark","director,writer,producer"
"nm0163706","0068370","writ2","Bob Clark","director,writer,producer"
"nm0163706","0084522","writ1","Bob Clark","director,writer,producer"
"nm0163706","0071222","dir1","Bob Clark","director,writer,producer"
"nm0163706","0085334","dir1","Bob Clark","director,writer,producer"
"nm0163706","0084522","dir1","Bob Clark","director,writer,producer"
"nm0163706","0085334","writ3","Bob Clark","director,writer,producer"
"nm0163988","0161081","writ1","Clark Gregg","actor,director,writer"
"nm0163990","0078778","writ1","Greydon Clark","director,writer,actor"
"nm0163990","0078778","dir1","Greydon Clark","director,writer,actor"
"nm0164044","0064708","dir1","James B. Clark","director,editor,miscellaneous"
"nm0164187","0113540","dir1","Larry Clark","director,writer,actor"
"nm0164446","0075222","writ2","Ron Clark","writer,miscellaneous,producer"
"nm0164446","0102303","writ2","Ron Clark","writer,miscellaneous,producer"
"nm0164446","0076141","writ2","Ron Clark","writer,miscellaneous,producer"
"nm0164737","0024008","writ3","Donald Henderson Clarke","writer"
"nm0164851","1023114","writ1","Keith R. Clarke","writer,producer,director"
"nm0164898","0290002","writ2","Mary Ruth Clarke","writer,actress"
"nm0164898","0212338","writ2","Mary Ruth Clarke","writer,actress"
"nm0164929","0435680","writ1","Noel Clarke","actor,producer,writer"
"nm0164929","1514041","dir2","Noel Clarke","actor,producer,writer"
"nm0164929","1126596","writ1","Noel Clarke","actor,producer,writer"
"nm0164929","1126596","dir1","Noel Clarke","actor,producer,writer"
"nm0164929","1514041","writ1","Noel Clarke","actor,producer,writer"
"nm0164929","1700808","writ1","Noel Clarke","actor,producer,writer"
"nm0165021","0037635","writ3","T.E.B. Clarke","writer,soundtrack,music_department"
"nm0165227","2018086","writ1","Paul Claudel","writer,actor,soundtrack"
"nm0165326","3711622","writ2","Murmel Clausen","writer,actor,producer"
"nm0165412","0051622","writ1","James Clavell","writer,producer,director"
"nm0165412","0057115","writ2","James Clavell","writer,producer,director"
"nm0165419","1077084","dir1","Juan Carlos Claver","producer,director,writer"
"nm0165470","0016220","writ3","Elliott J. Clawson","writer,producer"
"nm0165616","1020885","dir1","Phil Claydon","director,miscellaneous,actor"
"nm0165823","0493949","writ3","Beverly Cleary","writer"
"nm0165918","0051077","writ3","Hervey M. Cleckley","writer"
"nm0165987","0098063","writ2","John Cleland","writer"
"nm0165995","2865120","dir2","Jericca Cleland","cinematographer,director,editor"
"nm0166018","1391034","writ3","Brian Clemens","writer,producer,miscellaneous"
"nm0166058","0031709","dir1","William Clemens","director,editor,producer"
"nm0166074","0200465","writ1","Dick Clement","writer,producer,director"
"nm0166074","0445922","writ1","Dick Clement","writer,producer,director"
"nm0166074","0424095","writ1","Dick Clement","writer,producer,director"
"nm0166256","0780521","writ1","Ron Clements","writer,director,miscellaneous"
"nm0166256","0097757","dir2","Ron Clements","writer,director,miscellaneous"
"nm0166256","0103639","writ1","Ron Clements","writer,director,miscellaneous"
"nm0166256","3521164","dir2","Ron Clements","writer,director,miscellaneous"
"nm0166256","0119282","writ1","Ron Clements","writer,director,miscellaneous"
"nm0166256","0103639","dir1","Ron Clements","writer,director,miscellaneous"
"nm0166256","0780521","dir2","Ron Clements","writer,director,miscellaneous"
"nm0166256","0133240","writ2","Ron Clements","writer,director,miscellaneous"
"nm0166256","0091149","dir3","Ron Clements","writer,director,miscellaneous"
"nm0166256","0119282","dir2","Ron Clements","writer,director,miscellaneous"
"nm0166256","0097757","writ1","Ron Clements","writer,director,miscellaneous"
"nm0166256","3521164","writ2","Ron Clements","writer,director,miscellaneous"
"nm0166256","0133240","dir2","Ron Clements","writer,director,miscellaneous"
"nm0166307","0076618","writ4","Larry Clemmons","writer,animation_department,actor"
"nm0166307","0065421","writ1","Larry Clemmons","writer,animation_department,actor"
"nm0166307","0070608","writ1","Larry Clemmons","writer,animation_department,actor"
"nm0166307","0082406","writ2","Larry Clemmons","writer,animation_department,actor"
"nm0166307","0061852","writ1","Larry Clemmons","writer,animation_department,actor"
"nm0166405","0078935","writ1","Gianfranco Clerici","writer,assistant_director,actor"
"nm0166405","0069019","writ3","Gianfranco Clerici","writer,assistant_director,actor"
"nm0166498","0313542","writ4","Rick Cleveland","producer,writer,director"
"nm0166551,nm0841035,nm0585150","0070608","writ5",NA,NA
"nm0166551,nm0841035,nm0942723,nm0569712,nm1318202","0065421","writ5",NA,NA
"nm0166625","0083967","dir1","Graeme Clifford","director,editor,assistant_director"
"nm0166647","0055830","writ1","John Clifford","writer"
"nm0166767","0350028","writ1","Patrick J. Clifton","writer,actor,producer"
"nm0166836","0012543","dir1","Edward F. Cline","director,actor,writer"
"nm0166836","0012543","writ1","Edward F. Cline","director,actor,writer"
"nm0166836","0037280","dir2","Edward F. Cline","director,actor,writer"
"nm0167195","0106770","writ1","Robert Clouse","director,writer,producer"
"nm0167241","0046911","writ3","Henri-Georges Clouzot","writer,director,producer"
"nm0167241","0035753","writ2","Henri-Georges Clouzot","writer,director,producer"
"nm0167241","0046268","writ2","Henri-Georges Clouzot","writer,director,producer"
"nm0167241","0054452","dir1","Henri-Georges Clouzot","writer,director,producer"
"nm0167241","0054452","writ1","Henri-Georges Clouzot","writer,director,producer"
"nm0167241","0046268","dir1","Henri-Georges Clouzot","writer,director,producer"
"nm0167241","0046911","dir1","Henri-Georges Clouzot","writer,director,producer"
"nm0167241","0035753","dir1","Henri-Georges Clouzot","writer,director,producer"
"nm0167280","1781058","writ1","Daniel Clowes","writer,art_department,actor"
"nm0167280","0162346","writ1","Daniel Clowes","writer,art_department,actor"
"nm0167280","0364955","writ1","Daniel Clowes","writer,art_department,actor"
"nm0167346","0055572","writ1","Geneviève Cluny","actress,writer"
"nm0167496","0043686","dir1","René Clément","director,writer,actor"
"nm0167496","0043686","writ4","René Clément","director,writer,actor"
"nm0167496","0038348","dir1","René Clément","director,writer,actor"
"nm0167767","0050825","writ4","Humphrey Cobb","writer"
"nm0167966","0071431","writ1","Juan Cobos","writer,director,miscellaneous"
"nm0168285","0119874","writ2","Andrew Cockburn","producer,writer"
"nm0168298","0119874","writ1","Leslie Cockburn","producer,writer,director"
"nm0168356","0045911","writ1","Francis M. Cockrell","writer,director"
"nm0168356","0022614","writ3","Francis M. Cockrell","writer,director"
"nm0168379","0217505","writ1","Jay Cocks","writer,miscellaneous"
"nm0168379","0490215","writ1","Jay Cocks","writer,miscellaneous"
"nm0168379","0106226","writ2","Jay Cocks","writer,miscellaneous"
"nm0168379","0114558","writ2","Jay Cocks","writer,miscellaneous"
"nm0168413","0054377","writ1","Jean Cocteau","writer,actor,director"
"nm0168413","0095675","writ2","Jean Cocteau","writer,actor,director"
"nm0168413","0038348","writ1","Jean Cocteau","writer,actor,director"
"nm0168413","0042436","writ1","Jean Cocteau","writer,actor,director"
"nm0168413","0038348","dir2","Jean Cocteau","writer,actor,director"
"nm0168413","0054377","dir1","Jean Cocteau","writer,actor,director"
"nm0168413","0037630","writ3","Jean Cocteau","writer,actor,director"
"nm0168413","0041719","dir1","Jean Cocteau","writer,actor,director"
"nm0168413","0041719","writ1","Jean Cocteau","writer,actor,director"
"nm0168439","0233657","dir1","Matt Codd","art_department,animation_department,director"
"nm0168723","1068678","writ1","Paulo Coelho","writer,soundtrack,actor"
"nm0168746","0055763","writ2","Vicente Coello","writer,producer,soundtrack"
"nm0168759","0047577","writ2","Franklin Coen","writer,producer"
"nm0168759","0059825","writ1","Franklin Coen","writer,producer"
"nm0168759","0052311","writ3","Franklin Coen","writer,producer"
"nm0168829","0030149","writ2","Lenore J. Coffee","writer,miscellaneous"
"nm0168829","0036230","writ2","Lenore J. Coffee","writer,miscellaneous"
"nm0168829","0025091","writ1","Lenore J. Coffee","writer,miscellaneous"
"nm0168892","1067765","dir1","Scott Coffey","actor,director,writer"
"nm0169182","1231583","writ1","Alan R. Cohen","producer,writer,miscellaneous"
"nm0169231","0117534","writ1","Barney Cohen","miscellaneous,writer,producer"
"nm0169231,nm0757239,nm0192446","0087298","writ5",NA,NA
"nm0169300","0808230","writ1","Daniel Cohen","actor,writer,director"
"nm0169300","0808230","dir1","Daniel Cohen","actor,writer,director"
"nm0169308","0089173","writ2","David Cohen","writer,director"
"nm0169325","0112453","writ3","David Steven Cohen","writer,producer,miscellaneous"
"nm0169326","1054485","writ2","David X. Cohen","producer,writer,miscellaneous"
"nm0169326","1054487","writ2","David X. Cohen","producer,writer,miscellaneous"
"nm0169326","1054486","writ2","David X. Cohen","producer,writer,miscellaneous"
"nm0169326","0471711","writ2","David X. Cohen","producer,writer,miscellaneous"
"nm0169432","0061398","writ2","Herman Cohen","producer,writer,actor"
"nm0169438","0088771","writ1","Howard R. Cohen","writer,miscellaneous,director"
"nm0169509","0181689","writ3","Jon Cohen","writer"
"nm0169540","0643110","dir1","Larry Cohen","writer,director,producer"
"nm0169540","0337921","writ1","Larry Cohen","writer,director,producer"
"nm0169540","0095583","writ1","Larry Cohen","writer,director,producer"
"nm0169540","0183649","writ1","Larry Cohen","writer,director,producer"
"nm0169540","0106452","writ3","Larry Cohen","writer,director,producer"
"nm0169548","0074285","writ2","Lawrence D. Cohen","writer,producer,miscellaneous"
"nm0169548","0099864","writ3","Lawrence D. Cohen","writer,producer,miscellaneous"
"nm0169548","1939659","writ1","Lawrence D. Cohen","writer,producer,miscellaneous"
"nm0169549","0101701","writ1","Lawrence J. Cohen","writer,producer,soundtrack"
"nm0169556","0025586","writ1","Lester Cohen","writer,miscellaneous"
"nm0169712","2520512","dir3","Robert Cohen","producer,writer,director"
"nm0169806","3416742","writ2","Taika Waititi","actor,director,writer"
"nm0169806","4698684","dir1","Taika Waititi","actor,director,writer"
"nm0169806","1560139","writ1","Taika Waititi","actor,director,writer"
"nm0169806","4698684","writ1","Taika Waititi","actor,director,writer"
"nm0169806","1560139","dir1","Taika Waititi","actor,director,writer"
"nm0169806","0494222","writ2","Taika Waititi","actor,director,writer"
"nm0169806","3416742","dir1","Taika Waititi","actor,director,writer"
"nm0169806","0494222","dir1","Taika Waititi","actor,director,writer"
"nm0169806","3501632","dir1","Taika Waititi","actor,director,writer"
"nm0169871","0486978","dir1","Émile Cohl","director,writer,animation_department"
"nm0169879","0018037","writ2","Alfred A. Cohn","writer,director,editor"
"nm0169883","0041859","writ1","Art Cohn","writer,producer,miscellaneous"
"nm0169931","0119227","dir1","Michael Cohn","director,writer"
"nm0169936","0076666","writ1","Nik Cohn","writer"
"nm0170030","1671616","dir1","Jorge Coira","director,writer,editor"
"nm0170030","1671616","writ1","Jorge Coira","director,writer,editor"
"nm0170043","1185376","writ1","Isabel Coixet","director,writer,producer"
"nm0170043","1185376","dir1","Isabel Coixet","director,writer,producer"
"nm0170043","0314412","dir1","Isabel Coixet","director,writer,producer"
"nm0170043","3062976","dir1","Isabel Coixet","director,writer,producer"
"nm0170043","0314412","writ1","Isabel Coixet","director,writer,producer"
"nm0170043","1816608","writ1","Isabel Coixet","director,writer,producer"
"nm0170043","1816608","dir1","Isabel Coixet","director,writer,producer"
"nm0170068","0054049","writ1","Peter Coke","actor,writer"
"nm0170160","0359013","writ3","Gene Colan","writer,miscellaneous,actor"
"nm0170160","0187738","writ2","Gene Colan","writer,miscellaneous,actor"
"nm0170160,nm0176689,nm0227704,nm0277730,nm0408639,nm0863622,nm0918083,nm1047603,nm1147759,nm1189825,nm1694619,nm2613887,nm2954970,nm3095779,nm3156708,nm4846365,nm6099014","1386697","writ5",NA,NA
"nm0170306","0369994","writ1","Stephen Colbert","writer,producer,actor"
"nm0170462","1381413","writ1","Brandon Cole","writer,actor,producer"
"nm0170660","0037954","writ2","Lester Cole","writer,miscellaneous"
"nm0170719","0337909","dir1","Nigel Cole","director,actor,assistant_director"
"nm0170719","0195234","dir1","Nigel Cole","director,actor,assistant_director"
"nm0170719","1371155","dir1","Nigel Cole","director,actor,assistant_director"
"nm0170901","0129023","dir1","Adam Coleman Howard","actor,director,writer"
"nm0170901","0129023","writ1","Adam Coleman Howard","actor,director,writer"
"nm0170923","0025586","writ3","Ann Coleman","miscellaneous,writer"
"nm0171253","0366548","dir3","Warren Coleman","actor,writer,director"
"nm0171253","0366548","writ4","Warren Coleman","actor,writer,director"
"nm0171315","1856010","dir4","John David Coles","producer,director,editorial_department"
"nm0171372","0046511","writ3","Colette","writer,soundtrack"
"nm0171372","0051658","writ2","Colette","writer,soundtrack"
"nm0171372","0022183","writ3","Colette","writer,soundtrack"
"nm0171474","1438254","writ2","Lewis Colick","writer"
"nm0171528","1900856","writ5","Pierre Colin-Thibert","writer,miscellaneous,actor"
"nm0171619","0077215","dir1","Richard A. Colla","director,actor,producer"
"nm0171651","0384793","writ2","Bill Collage","writer,producer"
"nm0171651","2094766","writ3","Bill Collage","writer,producer"
"nm0171651","0363282","writ3","Bill Collage","writer,producer"
"nm0171651","1528100","writ2","Bill Collage","writer,producer"
"nm0171651","3410834","writ3","Bill Collage","writer,producer"
"nm0171651","0471042","writ2","Bill Collage","writer,producer"
"nm0171651","2938956","writ2","Bill Collage","writer,producer"
"nm0171718","0119094","writ2","Michael Colleary","writer,producer"
"nm0171718","0146316","writ3","Michael Colleary","writer,producer"
"nm0171722","0311113","writ3","John Collee","writer,producer,miscellaneous"
"nm0171722","0366548","writ2","John Collee","writer,producer,miscellaneous"
"nm0171887","0017825","writ1","Constance Collier","actress,writer,miscellaneous"
"nm0171924","0043265","writ4","John Collier","writer"
"nm0171924","0038461","writ1","John Collier","writer"
"nm0172246","0023395","writ1","Dale Collins","writer"
"nm0172523","0257044","writ1","Max Allan Collins","writer,producer,director"
"nm0172628","0049366","writ3","Richard Collins","producer,writer"
"nm0172772","0062426","dir1","Peter Collinson","director,producer,writer"
"nm0172772","0064505","dir1","Peter Collinson","director,producer,writer"
"nm0172812","0030396","writ2","Wilson Collison","writer"
"nm0172812","0046085","writ2","Wilson Collison","writer"
"nm0172830","0032910","writ1","Carlo Collodi","writer"
"nm0172877","0423169","dir1","Laurie Collyer","director,writer,actress"
"nm0172877","0423169","writ1","Laurie Collyer","director,writer,actress"
"nm0172989","0291579","writ1","Laetitia Colombani","actress,director,writer"
"nm0172989","0291579","dir1","Laetitia Colombani","actress,director,writer"
"nm0173080","0087507","writ1","Harry Colomby","producer,writer,executive"
"nm0173303","0034175","writ4","John Colton","writer,editor,miscellaneous"
"nm0173303","0042004","writ1","John Colton","writer,editor,miscellaneous"
"nm0173541","2094877","writ1","Etienne Comar","producer,writer,director"
"nm0173541","1588337","writ2","Etienne Comar","producer,writer,director"
"nm0173549,nm0000041,nm0223964,nm0856319,nm0884547","0058461","writ5",NA,NA
"nm0173679","0041716","writ2","Betty Comden","soundtrack,writer,music_department"
"nm0173679","0051383","writ1","Betty Comden","soundtrack,writer,music_department"
"nm0173679","0045152","writ1","Betty Comden","soundtrack,writer,music_department"
"nm0173679","0045537","writ1","Betty Comden","soundtrack,writer,music_department"
"nm0173679","0041158","writ1","Betty Comden","soundtrack,writer,music_department"
"nm0173724","0118105","writ1","Cristina Comencini","writer,director,actress"
"nm0173724","0118105","dir1","Cristina Comencini","writer,director,actress"
"nm0173806","0059100","dir1","Lance Comfort","director,producer,sound_department"
"nm0174024,nm0797053,nm0862211,nm1154886,nm1157545","0268380","writ5",NA,NA
"nm0174374","1324999","dir1","Bill Condon","director,writer,producer"
"nm0174374","0299658","writ1","Bill Condon","director,writer,producer"
"nm0174374","1485796","writ2","Bill Condon","director,writer,producer"
"nm0174374","0443489","dir1","Bill Condon","director,writer,producer"
"nm0174374","0362269","writ1","Bill Condon","director,writer,producer"
"nm0174374","2771200","dir1","Bill Condon","director,writer,producer"
"nm0174374","0443489","writ2","Bill Condon","director,writer,producer"
"nm0174374","0362269","dir1","Bill Condon","director,writer,producer"
"nm0174374","3168230","dir1","Bill Condon","director,writer,producer"
"nm0174374","1837703","dir1","Bill Condon","director,writer,producer"
"nm0174374","1673434","dir1","Bill Condon","director,writer,producer"
"nm0174410","0056218","writ1","Richard Condon","writer,miscellaneous,actor"
"nm0174673","0371835","writ2","Heather Conkie","producer,writer,actress"
"nm0174806","1305583","writ1","Wayne Conley","producer,writer"
"nm0174823","0109127","writ3","Richard Conlin","writer"
"nm0174840","0107207","writ1","Gerry Conlon","actor,writer,music_department"
"nm0174903","1575539","dir1","Nicole Conn","director,writer,editor"
"nm0174903","1575539","writ1","Nicole Conn","director,writer,editor"
"nm0174934","0097937","writ1","Shane Connaughton","writer,actor,producer"
"nm0175028","0023238","writ2","Richard Connell","writer,soundtrack"
"nm0175028","0033891","writ1","Richard Connell","writer,soundtrack"
"nm0175093","1189340","writ2","Michael Connelly","writer,producer,actor"
"nm0175194","0019258","writ1","Barry Conners","writer,miscellaneous"
"nm0175300","0097235","writ1","Jon Connolly","writer,producer"
"nm0175305","2927212","dir1","Kevin Connolly","actor,director,producer"
"nm0175333","0033891","writ4","Myles Connolly","writer,producer,miscellaneous"
"nm0175333","0042546","writ3","Myles Connolly","writer,producer,miscellaneous"
"nm0175333","0031679","writ3","Myles Connolly","writer,producer,miscellaneous"
"nm0175333","0039054","writ1","Myles Connolly","writer,producer,miscellaneous"
"nm0175352","3328716","writ1","Robert Connolly","producer,director,writer"
"nm0175352","3328716","dir1","Robert Connolly","producer,director,writer"
"nm0175676","0028212","writ1","Joseph Conrad","writer"
"nm0175676","0078788","writ4","Joseph Conrad","writer"
"nm0175704","0042469","dir1","Mikel Conrad","actor,director,writer"
"nm0175704","0042469","writ1","Mikel Conrad","actor,director,writer"
"nm0175726","0359950","writ1","Steve Conrad","writer,director,producer"
"nm0175726","0454921","writ1","Steve Conrad","writer,director,producer"
"nm0175726","2543472","writ2","Steve Conrad","writer,director,producer"
"nm0175768","1153103","writ1","Christine Conradt","writer,producer,director"
"nm0175775","0346156","writ1","Kerry Conran","director,writer,visual_effects"
"nm0175775","0346156","dir1","Kerry Conran","director,writer,visual_effects"
"nm0175877","0800241","writ2","Will Conroy","miscellaneous,writer,editorial_department"
"nm0175916","1204340","writ1","Paddy Considine","actor,writer,director"
"nm0175916","0419677","writ1","Paddy Considine","actor,writer,director"
"nm0175916","1204340","dir1","Paddy Considine","actor,writer,director"
"nm0175924","0038890","writ4","Alberto Consiglio","writer"
"nm0176008","0029453","writ3","Jacques Constant","writer,director,production_designer"
"nm0176197","1440345","writ2","Umberto Contarello","writer,actor,miscellaneous"
"nm0176197","2358891","writ2","Umberto Contarello","writer,actor,miscellaneous"
"nm0176420","0051951","writ1","Sandro Continenza","writer,assistant_director"
"nm0176420","0071431","writ2","Sandro Continenza","writer,assistant_director"
"nm0176420","0046705","writ1","Sandro Continenza","writer,assistant_director"
"nm0176420","0076584","writ1","Sandro Continenza","writer,assistant_director"
"nm0176497","0110763","writ3","Ernie Contreras","writer,miscellaneous"
"nm0176689","0087078","writ3","Gerry Conway","writer,producer,miscellaneous"
"nm0176689","5675620","writ2","Gerry Conway","writer,producer,miscellaneous"
"nm0176699","0019571","dir1","Jack Conway","director,actor,producer"
"nm0176699","0032273","dir1","Jack Conway","director,actor,producer"
"nm0176699","0023385","dir1","Jack Conway","director,actor,producer"
"nm0176713","0018199","writ1","John W. Conway","writer"
"nm0176759","2212008","writ2","Paul Conway","actor,writer,miscellaneous"
"nm0176869","2431286","writ1","Steve Coogan","actor,producer,writer"
"nm0176869,nm1668151","0469021","writ5",NA,NA
"nm0176905","1430607","dir1","Barry Cook","visual_effects,director,writer"
"nm0176905","0120762","dir1","Barry Cook","visual_effects,director,writer"
"nm0177015","0371823","dir1","Donovan Cook","director,writer,producer"
"nm0177018","0117500","writ2","Douglas Cook","writer,producer"
"nm0177018","3014866","writ1","Douglas Cook","writer,producer"
"nm0177034","0060165","dir1","Fielder Cook","director,producer,writer"
"nm0177146","0067541","writ2","Kenneth Cook","writer"
"nm0177170","0166813","dir2","Lorna Cook","animation_department,art_department,writer"
"nm0177228","0086618","writ2","Peter Cook","actor,writer,producer"
"nm0177228","0076161","writ1","Peter Cook","actor,writer,producer"
"nm0177228","0061391","writ1","Peter Cook","actor,writer,producer"
"nm0177304","0078966","writ2","T.S. Cook","writer,producer"
"nm0177336","0044079","writ3","Whitfield Cook","writer"
"nm0177336","0042994","writ1","Whitfield Cook","writer"
"nm0177512","3566726","dir1","Janice Cooke","producer,director,writer"
"nm0177637","2869728","writ3","Greg Coolidge","writer,producer,actor"
"nm0177637","1408253","writ1","Greg Coolidge","writer,producer,actor"
"nm0177769","1179069","writ1","Michael Cooney","director,writer,producer"
"nm0177769","0309698","writ1","Michael Cooney","director,writer,producer"
"nm0177836","2094766","writ2","Adam Cooper","writer,producer"
"nm0177836","0384793","writ1","Adam Cooper","writer,producer"
"nm0177836","0363282","writ2","Adam Cooper","writer,producer"
"nm0177836","2938956","writ1","Adam Cooper","writer,producer"
"nm0177836","0471042","writ1","Adam Cooper","writer,producer"
"nm0177836","3410834","writ2","Adam Cooper","writer,producer"
"nm0177836","1528100","writ1","Adam Cooper","writer,producer"
"nm0177934","0043012","writ2","Sy Gomberg","writer,producer"
"nm0178126","0104691","writ1","James Fenimore Cooper","writer"
"nm0178260","0024216","dir1","Merian C. Cooper","producer,writer,miscellaneous"
"nm0178260","0024216","writ3","Merian C. Cooper","producer,writer,miscellaneous"
"nm0178260","0360717","writ1","Merian C. Cooper","producer,writer,miscellaneous"
"nm0178260","0041650","writ2","Merian C. Cooper","producer,writer,miscellaneous"
"nm0178260,nm0908624","3731562","writ5",NA,NA
"nm0178276","0089015","writ2","Natalie Cooper","writer"
"nm0178338","0942903","writ1","Robert C. Cooper","producer,writer,miscellaneous"
"nm0178338","0942903","dir1","Robert C. Cooper","producer,writer,miscellaneous"
"nm0178376","1355683","dir1","Scott Cooper","actor,director,writer"
"nm0178376","5478478","dir1","Scott Cooper","actor,director,writer"
"nm0178376","1206543","dir1","Scott Cooper","actor,director,writer"
"nm0178376","1206543","writ2","Scott Cooper","actor,director,writer"
"nm0178376","5478478","writ1","Scott Cooper","actor,director,writer"
"nm0178589","1302067","writ3","Brad Copeland","producer,miscellaneous,writer"
"nm0178589","0486946","writ1","Brad Copeland","producer,miscellaneous,writer"
"nm0178731,nm0223964,nm0349437","0060315","writ5",NA,NA
"nm0178785","0052357","writ1","Alec Coppel","writer,miscellaneous"
"nm0178785","0048728","writ3","Alec Coppel","writer,miscellaneous"
"nm0178886","2479800","dir1","Gia Coppola","director,actress,writer"
"nm0178886","2479800","writ1","Gia Coppola","director,actress,writer"
"nm0178910","0838221","writ2","Roman Coppola","producer,writer,director"
"nm0178910","1748122","writ2","Roman Coppola","producer,writer,director"
"nm0178910","5104604","writ2","Roman Coppola","producer,writer,director"
"nm0178944,nm0067090,nm0134176,nm0394032,nm0587508,nm0925441,nm0250267,nm0402493,nm1318897,nm0867127,nm0277830,nm2326979,nm1069989,nm0007096,nm0006853,nm0004610,nm0779641,nm0272704,nm0236173,nm0247123,nm1360270,nm0904169,nm0191697","3749900","dir5",NA,NA
"nm0178997","0120888","dir1","Frank Coraci","director,actor,producer"
"nm0178997","2479478","dir1","Frank Coraci","director,actor,producer"
"nm0178997","0389860","dir1","Frank Coraci","director,actor,producer"
