,tconst,id,title,bechdel_rating,year,averageRating,numVotes,runtimeMinutes,genres,primaryTitle
3,3.0,5433,Pauvre Pierrot,0,1892,6.6,947.0,4,"Animation,Comedy,Romance",Pauvre Pierrot
4,12.0,6199,"Arrival of a Train, The",0,1896,7.4,8160.0,1,"Documentary,Short",The Arrival of a Train
5,14.0,5444,Tables Turned on the Gardener,0,1895,7.2,3564.0,1,"Comedy,Short",Tables Turned on the Gardener
6,91.0,4982,"House of the Devil, The",0,1896,6.7,2023.0,3,"Horror,Short",The House of the Devil
7,131.0,5406,Une nuit terrible,0,1896,5.9,768.0,1,"Comedy,Horror,Short",A Terrible Night
8,211.0,5410,"Astronomer&#39;s Dream; or, The Man in the Moon, The",0,1898,7.5,2433.0,3,"Comedy,Fantasy,Horror",A Trip to the Moon
9,230.0,5914,Cinderella,3,1899,6.5,1054.0,6,"Drama,Fantasy,Short",Cinderella
10,246.0,4994,A Turn of the Century Illusionist,0,1899,6.5,763.0,1,Short,A Turn of the Century Illusionist
11,272.0,4344,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),0,1900,5.6,526.0,1,"Comedy,Short",As Seen Through a Telescope
12,300.0,4271,"Enchanted Drawing, The",0,1900,7.0,847.0,2,"Animation,Comedy,Fantasy",The Enchanted Drawing
13,304.0,4343,Grandma&#39;s Reading Glass,0,1900,6.0,783.0,2,Short,Grandma's Reading Glass
14,306.0,4346,Hamlet ( Le Duel d&#39;Hamlet),0,1900,5.6,130.0,2,"Drama,Short",Le duel d'Hamlet
15,313.0,5438,Let Me Dream Again,0,1900,5.9,546.0,1,"Comedy,Short",Let Me Dream Again
16,359.0,4995,L&#39;homme a la tete en caoutchouc,0,1901,7.2,1971.0,3,"Comedy,Short",The India Rubber Head
17,413.0,5443,Mephistopheles&#39; School of Magic,0,1902,5.6,257.0,3,"Comedy,Fantasy,Horror",Mephistopheles' School of Magic
18,417.0,1252,Le voyage dans la lune,0,1902,8.2,35252.0,13,"Adventure,Fantasy,Sci-Fi",A Trip to the Moon
19,439.0,1319,"Great Train Robbery, The",0,1903,7.3,13874.0,11,"Action,Short,Western",The Great Train Robbery
20,455.0,5063,"Music Lover, The",0,1903,6.9,1431.0,3,"Comedy,Music,Short",The Music Lover
21,499.0,6135,Le voyage a travers l&#39;impossible,0,1904,7.7,2600.0,24,"Adventure,Fantasy,Sci-Fi",An Impossible Voyage
22,554.0,5435,Humorous Phases of Funny Faces,0,1906,6.2,866.0,3,"Animation,Comedy,Family",Humorous Phases of Funny Faces
23,567.0,5684,"400 Tricks of the Devil, The",0,1906,6.8,699.0,17,"Fantasy,Horror,Short",The 400 Tricks of the Devil
24,574.0,1349,"Story of the Kelly Gang, The",1,1906,6.3,440.0,70,"Biography,Crime,Drama",The Story of the Kelly Gang
25,1009.0,4409,"Princess Nicotine; or, The Smoke Fairy",2,1909,6.6,738.0,5,"Comedy,Fantasy,Short","Princess Nicotine; or, The Smoke Fairy"
26,2101.0,2003,Cleopatra,2,1912,5.1,366.0,100,"Drama,History",Cleopatra
27,2281.0,2005,"Invaders, The",0,1912,6.2,220.0,41,"Short,Western",The Invaders
28,3424.0,5915,Suspense,0,1913,7.4,842.0,10,"Drama,Short,Thriller",Suspense
29,3512.0,5364,"Voyage of the Bourrichon Family, The",0,1913,5.3,88.0,15,"Comedy,Short",The Voyage of the Bourrichon Family
30,3973.0,4457,A Florida Enchantment,2,1914,6.1,159.0,63,Comedy,A Florida Enchantment
31,4972.0,1258,"Birth of a Nation, The",2,1915,6.7,19109.0,195,"Drama,History,War",The Birth of a Nation
32,6745.0,2008,Gretchen the Greenhorn,3,1916,6.5,456.0,58,"Crime,Drama,Romance",Gretchen the Greenhorn
33,6864.0,5944,Intolerance: Love&#39;s Struggle Throughout the Ages,0,1916,8.0,11979.0,163,"Drama,History",Intolerance: Love's Struggle Throughout the Ages
34,7361.0,7004,Snow White,3,1916,6.2,310.0,63,"Fantasy,Romance",Snow White
35,7507.0,5368,"Vagabond, The",0,1916,7.0,2050.0,34,"Comedy,Romance,Short",The Vagabond
36,8443.0,1994,"Poor Little Rich Girl, The",3,1917,6.8,1125.0,65,"Comedy,Drama,Family",The Poor Little Rich Girl
37,8489.0,2019,"Raffles, the Amateur Cracksman",2,1917,7.2,86.0,70,"Adventure,Crime,Romance","Raffles, the Amateur Cracksman"
38,8499.0,1993,Rebecca of Sunnybrook Farm,3,1917,7.0,696.0,78,"Comedy,Drama",Rebecca of Sunnybrook Farm
39,8519.0,2015,A Romance of the Redwoods,0,1917,6.6,660.0,70,"Adventure,Comedy,Drama",A Romance of the Redwoods
40,8652.0,1981,A Tale of Two Cities,3,1917,6.3,82.0,70,"Drama,History,Romance",A Tale of Two Cities
41,8844.0,5441,Are Crooks Dishonest?,0,1918,6.2,234.0,13,"Comedy,Short",Are Crooks Dishonest?
42,9652.0,2007,Stella Maris,3,1918,7.4,1229.0,84,Drama,Stella Maris
43,9682.0,1996,Tarzan of the Apes,3,1918,5.9,547.0,73,"Action,Adventure",Tarzan of the Apes
44,9968.0,2588,Broken Blossoms or The Yellow Man and the Girl,0,1919,7.6,7985.0,90,"Drama,Romance",Broken Blossoms
45,10281.0,7108,Ich mochte kein Mann sein,3,1918,7.1,975.0,45,"Comedy,Romance",I Don't Want to Be a Man
46,10323.0,1306,"Cabinet of Dr. Caligari, The",0,1920,8.1,45913.0,76,"Fantasy,Horror,Mystery",The Cabinet of Dr. Caligari
47,10879.0,2018,When the Clouds Roll by,3,1919,7.0,668.0,85,"Action,Comedy,Romance",When the Clouds Roll by
48,11588.0,1991,Pollyanna,3,1920,6.8,278.0,58,"Comedy,Drama,Family",Pollyanna
49,11870.0,5948,Within Our Gates,3,1920,6.4,1681.0,79,"Drama,Romance",Within Our Gates
50,11979.0,4204,"Blot, The",3,1921,6.9,379.0,91,Drama,The Blot
51,12349.0,3945,"Kid, The",0,1921,8.3,86534.0,68,"Comedy,Drama,Family",The Kid
52,12364.0,5898,K&ouml;rkarlen (The Phantom Carriage),2,1921,8.1,7938.0,100,"Drama,Fantasy,Horror",The Phantom Carriage
53,12532.0,1263,Orphans of the Storm,3,1921,7.8,4143.0,150,"Drama,History,Romance",Orphans of the Storm
54,12543.0,5361,"Paleface, The",0,1922,7.0,2281.0,20,"Comedy,Short,Western",The Paleface
55,13086.0,5967,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",3,1922,7.9,6046.0,242,"Crime,Mystery,Thriller",Dr. Mabuse: The Gambler
56,13140.0,5958,Foolish Wives,3,1922,7.3,2406.0,117,"Drama,Thriller",Foolish Wives
57,13257.0,3800,H&auml;xan: Witchcraft Through the Ages,3,1922,7.7,9227.0,91,"Documentary,Fantasy,Horror",Häxan
58,13367.0,2001,"Man from Beyond, The",1,1922,5.5,172.0,74,Mystery,The Man from Beyond
59,13427.0,5901,Nanook of the North,1,1922,7.7,8934.0,78,Documentary,Nanook of the North
60,13428.0,1778,Nathan der Weise,2,1922,7.1,90.0,128,"Drama,History",Nathan der Weise
61,13442.0,1307,"Nosferatu, eine Symphonie des Grauens",2,1922,8.0,75994.0,94,"Fantasy,Horror",Nosferatu
62,13496.0,1631,"Phantom, The",2,1922,7.0,1264.0,125,"Drama,Fantasy,Romance",Phantom
63,13626.0,5888,La souriante Madame Beudet,3,1923,6.8,1560.0,54,Drama,The Smiling Madame Beudet
64,13845.0,6209,Help!,0,1924,6.9,281.0,18,"Comedy,Horror,Mystery",Help!
65,14341.0,5949,Our Hospitality,0,1923,7.9,8331.0,65,"Comedy,Romance,Thriller",Our Hospitality
66,14429.0,1961,Safety Last!,0,1923,8.2,14940.0,70,"Comedy,Thriller",Safety Last!
67,14469.0,1998,"Silent Command, The",2,1923,6.1,52.0,80,Drama,The Silent Command
68,14611.0,1967,Why Worry?,0,1923,7.5,1270.0,63,"Adventure,Comedy,Family",Why Worry?
69,14945.0,2016,Girl Shy,0,1924,7.9,2598.0,87,"Comedy,Romance",Girl Shy
70,15116.0,2020,Manhandled,3,1924,8.0,833.0,75,"Comedy,Drama",Manhandled
71,15163.0,2009,"Navigator, The",0,1924,8.0,7415.0,59,"Action,Comedy,Romance",The Navigator
72,15174.0,1338,Kriemhild&#39;s Revenge,2,1924,7.9,3250.0,129,"Adventure,Drama,Fantasy",Die Nibelungen: Kriemhild's Revenge
73,15175.0,1337,Die Nibelungen,2,1924,8.1,4305.0,143,"Adventure,Drama,Fantasy",Die Nibelungen: Siegfried
74,15324.0,2011,Sherlock Jr.,0,1924,8.3,26281.0,45,"Action,Comedy,Romance",Sherlock Jr.
75,15361.0,5991,Stachka,0,1925,7.6,5750.0,82,Drama,Strike
76,15400.0,1264,"Thief of Bagdad, The",0,1924,7.9,4639.0,155,"Adventure,Family,Fantasy",The Thief of Bagdad
77,15498.0,1960,Wild Oranges,0,1924,7.0,343.0,88,"Drama,Romance",Wild Oranges
78,15532.0,5974,Die Abenteuer des Prinzen Achmed,1,1926,7.9,4235.0,81,"Adventure,Animation,Fantasy",The Adventures of Prince Achmed
79,15624.0,5962,"Big Parade, The",2,1925,8.2,5401.0,151,"Drama,Romance,War",The Big Parade
80,15648.0,1308,Battleship Potemkin,0,1925,8.0,45293.0,75,"Drama,History",Battleship Potemkin
81,15841.0,2012,"Freshman, The",0,1925,7.6,4156.0,76,"Comedy,Family,Sport",The Freshman
82,15863.0,1978,Go West,0,1925,7.3,2972.0,68,"Comedy,Western",Go West
83,15864.0,1309,"Gold Rush, The",0,1925,8.2,82305.0,95,"Adventure,Comedy,Drama",The Gold Rush
84,16039.0,5514,"Lost World, The",2,1925,7.1,3815.0,106,"Adventure,Fantasy,Sci-Fi",The Lost World
85,16220.0,1305,"Phantom of the Opera, The",2,1925,7.7,13897.0,93,Horror,The Phantom of the Opera
86,16332.0,3077,Seven Chances,0,1925,8.0,7363.0,56,"Comedy,Romance",Seven Chances
87,16884.0,1260,Flesh and the Devil,1,1926,8.1,3508.0,112,"Drama,Romance",Flesh and the Devil
88,16895.0,1966,For Heaven&#39;s Sake,0,1926,7.6,1136.0,58,"Action,Comedy,Romance",For Heaven's Sake
89,17136.0,1267,Metropolis,1,1927,8.3,132377.0,153,"Drama,Sci-Fi",Metropolis
90,17410.0,3217,So&#39;s Your Old Man,3,1926,6.7,132.0,67,Comedy,So's Your Old Man
91,17449.0,1334,"Temptress, The",1,1926,7.0,905.0,117,"Drama,Romance",The Temptress
92,17825.0,7324,Downhill [When Boys Leave Home],1,1927,6.2,1628.0,80,"Adventure,Drama,Thriller",When Boys Leave Home
93,17925.0,1310,"General, The",0,1926,8.2,65544.0,67,"Action,Adventure,Comedy",The General
94,18033.0,1227,It,3,1927,7.4,2489.0,72,"Comedy,Romance",It
95,18037.0,5975,"Jazz Singer, The",1,1927,6.7,7722.0,88,"Drama,Music,Musical",The Jazz Singer
96,18051.0,1964,"Kid Brother, The",0,1927,7.6,3072.0,82,"Comedy,Drama,Family",The Kid Brother
97,18183.0,2010,My Best Girl,3,1927,7.6,705.0,80,"Comedy,Romance",My Best Girl
98,18192.0,1312,Abel Gance&#39;s Napoleon,2,1927,7.6,5953.0,240,"Biography,Drama,History",Napoleon
99,18199.0,1982,Nevada,0,1927,6.6,68.0,\N,Western,Nevada
100,18455.0,1632,Sunrise: A Song of Two Humans,2,1927,8.2,38903.0,94,"Drama,Romance",Sunrise
101,18528.0,1311,"Unknown, The",0,1927,7.9,5982.0,63,"Drama,Horror,Romance",The Unknown
102,18578.0,3118,Wings,2,1927,7.7,9304.0,144,"Action,Drama,Romance",Wings
103,18684.0,1977,Beggars of Life,0,1928,7.8,705.0,100,"Adventure,Drama",Beggars of Life
104,18737.0,2324,Pandora&#39;s Box (Die B&uuml;chse der Pandora),3,1929,8.0,8283.0,109,"Crime,Drama,Romance",Pandora's Box
105,18742.0,1970,"Cameraman, The",0,1928,8.3,8586.0,69,"Comedy,Drama,Family",The Cameraman
106,18773.0,1968,"Circus, The",0,1928,8.1,21130.0,72,"Comedy,Romance",The Circus
107,18806.0,5912,"Crowd, The",1,1928,8.0,6374.0,98,"Drama,Romance",The Crowd
108,18839.0,5984,"Docks of New York, The",2,1928,7.7,3191.0,76,"Crime,Drama,Film-Noir",The Docks of New York
109,18937.0,1980,A Girl in Every Port,0,1928,6.8,524.0,78,"Action,Adventure,Comedy",A Girl in Every Port
110,19130.0,2021,"Man Who Laughs, The",2,1928,7.8,4336.0,110,"Drama,Horror,Mystery",The Man Who Laughs
111,19254.0,1314,"Passion of Joan of Arc, The",0,1928,8.2,35635.0,110,"Biography,Drama,History",The Passion of Joan of Arc
112,19258.0,2013,"Patsy, The",3,1928,8.1,2054.0,78,"Comedy,Drama,Romance",The Patsy
113,19290.0,1979,"Power of the Press, The",1,1928,6.6,149.0,62,Drama,The Power of the Press
114,19304.0,1972,"Racket, The",0,1928,7.0,820.0,84,"Crime,Drama,Film-Noir",The Racket
115,19412.0,1963,Speedy,0,1928,7.7,2548.0,85,"Action,Comedy,Family",Speedy
116,19421.0,1971,"Steamboat Bill, Jr.",0,1928,8.0,10779.0,70,"Action,Comedy,Drama","Steamboat Bill, Jr."
117,19571.0,2017,While the City Sleeps,2,1928,6.7,125.0,66,"Crime,Drama",While the City Sleeps
118,19702.0,5979,Blackmail,2,1929,7.0,8013.0,85,"Crime,Thriller",Blackmail
119,19760.0,3897,Man with a Movie Camera,0,1929,8.4,18215.0,68,"Documentary,Music",Man with a Movie Camera
120,19777.0,1953,"Cocoanuts, The",2,1929,7.2,6087.0,96,"Comedy,Musical",The Cocoanuts
121,20286.0,6046,Throw of the Dice,0,1929,6.7,525.0,74,"Adventure,Drama,Romance",A Throw of Dice
122,20530.0,1313,Un chien andalou,0,1929,7.8,39288.0,16,"Fantasy,Horror,Short",Un Chien Andalou
123,20572.0,1962,Welcome Danger,0,1929,6.2,580.0,113,Comedy,Welcome Danger
124,20629.0,1316,All Quiet on the Western Front,0,1930,8.1,51103.0,136,"Drama,War",All Quiet on the Western Front
125,20641.0,1326,Anna Christie,3,1930,6.9,2319.0,89,"Drama,Romance",Anna Christie
126,20642.0,1327,Anna Christie,3,1931,7.2,655.0,85,Drama,Anna Christie
127,20668.0,6782,"Bat Whispers, The",3,1930,6.5,680.0,83,"Comedy,Crime,Drama",The Bat Whispers
128,20670.0,4253,Be Yourself,2,1930,6.0,149.0,65,"Comedy,Musical",Be Yourself!
129,20697.0,1315,"Blue Angel, The",1,1930,7.8,11594.0,106,"Drama,Music",The Blue Angel
130,21015.0,7287,Juno and the Paycock [The Shame of Mary Boyle],3,1929,4.8,1740.0,85,"Comedy,Drama",The Shame of Mary Boyle
131,21040.0,3713,Ladies of Leisure,3,1930,6.8,800.0,99,"Drama,Romance",Ladies of Leisure
132,21079.0,6043,Little Caesar,1,1931,7.3,9947.0,79,"Action,Crime,Drama",Little Caesar
133,21148.0,3927,Min and Bill,3,1930,7.3,1337.0,69,"Comedy,Drama",Min and Bill
134,21156.0,3865,Morocco,1,1930,7.3,4274.0,92,"Drama,Romance",Morocco
135,21165.0,7291,Murder!,3,1930,6.4,4711.0,104,"Crime,Mystery,Thriller",Murder!
136,21577.0,3871,L&#39;Age d&#39;Or,0,1930,7.5,10671.0,60,"Comedy,Drama",L'Age d'Or
137,21735.0,5741,"Cheat, The",3,1931,6.5,382.0,74,Drama,The Cheat
138,21739.0,6030,La Chienne,3,1931,7.7,2807.0,91,Drama,La Chienne
139,21749.0,2705,City Lights,3,1931,8.6,132718.0,87,"Comedy,Drama,Romance",City Lights
140,21814.0,1985,Dracula,2,1931,7.6,38105.0,75,"Fantasy,Horror",Dracula
141,21884.0,1317,Frankenstein,1,1931,7.9,54799.0,70,"Drama,Horror,Sci-Fi",Frankenstein
142,22000.0,1828,Indiscreet,3,1931,7.8,1196.0,92,"Comedy,Drama,Musical",Indiscreet
143,22054.0,1956,"Last Flight, The",0,1931,7.8,1169.0,76,Drama,The Last Flight
144,22074.0,4243,"Smiling Lieutenant, The",2,1931,7.8,2832.0,93,"Comedy,Musical,Romance",The Smiling Lieutenant
145,22100.0,610,M,3,1931,8.4,117523.0,117,"Crime,Drama,Mystery",M
146,22158.0,2384,Monkey Business,1,1931,7.6,9901.0,77,"Comedy,Musical",Monkey Business
147,22183.0,628,M&auml;dchen in Uniform,3,1931,7.8,1932.0,88,"Drama,Romance",Mädchen in Uniform
148,22208.0,636,Night Nurse,3,1931,7.1,2590.0,72,"Comedy,Crime,Drama",Night Nurse
149,22251.0,1974,Pardon Us,0,1931,7.0,1639.0,56,"Comedy,Crime,Drama",Pardon Us
150,22286.0,5934,"Public Enemy, The",3,1931,7.7,15021.0,83,"Crime,Drama",The Public Enemy
151,22395.0,7294,"Skin Game, The",3,1931,5.8,2388.0,85,Drama,The Skin Game
152,22458.0,1633,Tabu: A Story of the South Seas,0,1931,7.6,4005.0,86,"Adventure,Drama,Romance",Tabu: A Story of the South Seas
153,22599.0,6031,A Nous la Liberte,1,1931,7.6,3445.0,104,"Comedy,Musical",À Nous la Liberté
154,22614.0,1983,"Age of Consent, The",2,1932,6.0,225.0,63,"Drama,Romance",The Age of Consent
155,22694.0,6990,"Blue Light (Das Blaue Licht), The",1,1932,6.9,947.0,85,"Drama,Fantasy,Mystery",The Blue Light
156,22718.0,2767,Boudu Saved from Drowning,1,1932,7.5,4383.0,85,Comedy,Boudu Saved from Drowning
157,22913.0,3659,Freaks,2,1932,7.9,36032.0,64,"Drama,Horror",Freaks
158,22940.0,5783,"Girl from Calgary, The",2,1932,5.6,46.0,64,"Comedy,Musical",The Girl from Calgary
159,22958.0,1328,Grand Hotel,3,1932,7.6,14634.0,112,"Drama,Romance",Grand Hotel
160,23027.0,2383,Horse Feathers,1,1932,7.7,10291.0,68,"Comedy,Musical,Romance",Horse Feathers
161,23042.0,1318,I Am a Fugitive from a Chain Gang,1,1932,8.1,9917.0,92,"Crime,Drama,Film-Noir",I Am a Fugitive from a Chain Gang
162,23158.0,6052,Love Me Tonight,2,1932,7.7,3065.0,104,"Comedy,Musical,Romance",Love Me Tonight
163,23196.0,1333,Mata Hari,3,1931,6.7,2766.0,89,"Crime,Drama,Romance",Mata Hari
164,23213.0,5742,Merrily We Go to Hell,3,1932,6.8,602.0,78,"Comedy,Drama,Romance",Merrily We Go to Hell
165,23238.0,3658,"Most Dangerous Game, The",0,1932,7.2,8213.0,63,"Adventure,Horror,Mystery",The Most Dangerous Game
166,23285.0,7301,Number 17,0,1932,5.8,3853.0,66,"Crime,Mystery,Thriller",Number 17
167,23293.0,4775,"Old Dark House, The",3,1932,7.3,6484.0,72,"Comedy,Horror,Thriller",The Old Dark House
168,23385.0,6092,Red-Headed Woman,3,1932,7.1,2192.0,79,"Comedy,Romance",Red-Headed Woman
169,23395.0,7296,Rich and Strange [East of Shanghai],2,1931,5.9,3387.0,92,"Comedy,Romance,Thriller",East of Shanghai
170,23427.0,6063,Scarface,1,1932,7.8,21702.0,93,"Action,Crime,Drama",Scarface
171,23458.0,5929,Shanghai Express,3,1932,7.4,5748.0,82,"Adventure,Drama,Romance",Shanghai Express
172,23582.0,6852,Thirteen Women,3,1932,6.3,903.0,73,"Drama,Horror,Mystery",Thirteen Women
173,23590.0,6051,Three on a Match,3,1932,7.3,2563.0,63,"Crime,Drama,Romance",Three on a Match
174,23634.0,3530,"I Was Born, But...",1,1932,8.1,3858.0,100,"Comedy,Drama","I Was Born, But..."
175,23649.0,5910,Vampyr,3,1932,7.6,12691.0,83,"Fantasy,Horror",Vampyr
176,23694.0,2550,White Zombie,0,1932,6.4,7657.0,69,Horror,White Zombie
177,23753.0,3188,Alice in Wonderland,3,1933,6.5,1615.0,76,"Adventure,Family,Fantasy",Alice in Wonderland
178,23775.0,7528,Baby Face,3,1933,7.6,4894.0,71,"Drama,Romance",Baby Face
179,23932.0,5029,Day of Reckoning,3,1933,6.5,129.0,69,Drama,Day of Reckoning
180,23935.0,6176,"Death Kiss, The",1,1932,6.1,754.0,75,"Comedy,Crime,Drama",The Death Kiss
181,23969.0,5185,Duck Soup,1,1933,8.0,50324.0,68,"Comedy,Musical,War",Duck Soup
182,24008.0,6056,Female,3,1933,6.8,1331.0,60,"Comedy,Drama,Romance",Female
183,24028.0,802,Footlight Parade,3,1933,7.7,3804.0,104,"Comedy,Musical,Romance",Footlight Parade
184,24034.0,4335,42nd Street,3,1933,7.6,8935.0,89,"Comedy,Musical,Romance",42nd Street
185,24069.0,5916,Gold Diggers of 1933,3,1933,8.1,6047.0,97,"Comedy,Drama,Musical",Gold Diggers of 1933
186,24184.0,7450,"Invisible Man, The",1,1933,7.7,24114.0,71,"Horror,Sci-Fi",The Invisible Man
187,24188.0,3844,Island of Lost Souls,1,1932,7.5,6577.0,70,"Horror,Sci-Fi",Island of Lost Souls
188,24216.0,2229,King Kong,0,1933,7.9,70422.0,100,"Adventure,Horror,Sci-Fi",King Kong
189,24264.0,2231,Little Women,3,1933,7.4,5210.0,115,"Drama,Family,Romance",Little Women
190,24432.0,6205,"Peanut Vendor, The",0,1933,6.2,61.0,\N,"Animation,Music,Short",The Peanut Vendor
191,24473.0,1248,"Private Life of Henry VIII., The",1,1933,7.2,3018.0,97,"Biography,Comedy,Drama",The Private Life of Henry VIII.
192,24481.0,1330,Queen Christina,3,1933,7.8,6171.0,99,"Biography,Drama,History",Queen Christina
193,24625.0,6193,A Study in Scarlet,3,1933,5.7,655.0,72,"Mystery,Thriller",A Study in Scarlet
194,24679.0,5752,Tomorrow at Seven,3,1933,5.6,190.0,62,"Comedy,Crime,Drama",Tomorrow at Seven
195,24727.0,3210,"Vanpire Bat, The",3,1933,5.7,1658.0,65,"Drama,Horror,Mystery",The Vampire Bat
196,24831.0,5319,Anne of Green Gables,3,1934,7.1,854.0,78,"Comedy,Drama,Family",Anne of Green Gables
197,24844.0,1795,L&#39;atalante,0,1934,7.9,11874.0,89,"Comedy,Drama,Romance",L'Atalante
198,24961.0,1324,"Cat&#39;s-Paw, The",1,1934,6.9,928.0,102,Comedy,The Cat's-Paw
199,24991.0,1270,Cleopatra,1,1934,6.9,2890.0,100,"Biography,Drama,History",Cleopatra
200,25004.0,1246,"Count of Monte Cristo, The",1,1934,7.6,2010.0,113,"Action,Adventure,Drama",The Count of Monte Cristo
201,25091.0,6772,Evelyn Prentice,3,1934,6.9,1127.0,79,"Drama,Mystery,Romance",Evelyn Prentice
202,25301.0,7999,Imitation of Life,3,1934,7.6,3313.0,111,"Drama,Romance",Imitation of Life
203,25316.0,621,It Happened One Night,3,1934,8.1,78400.0,105,"Comedy,Romance",It Happened One Night
204,25423.0,1969,"Lost Patrol, The",0,1934,7.0,2501.0,73,"Adventure,War",The Lost Patrol
205,25424.0,5523,Lost in the Stratosphere,2,1934,4.3,61.0,64,"Comedy,Drama",Lost in the Stratosphere
206,25452.0,7304,"Man Who Knew Too Much, The",3,1934,6.9,14245.0,75,"Crime,Mystery,Thriller",The Man Who Knew Too Much
207,25465.0,4702,Maniac,3,1934,3.4,1768.0,51,Horror,Maniac
208,25586.0,1379,Of Human Bondage,1,1934,7.3,5013.0,83,"Drama,Romance",Of Human Bondage
209,25617.0,1329,"Painted Veil, The",1,1934,6.7,1064.0,85,"Drama,Romance",The Painted Veil
210,25746.0,1325,"Scarlet Empress, The",3,1934,7.7,4680.0,104,"Drama,History,Romance",The Scarlet Empress
211,25755.0,5821,Search for Beauty,3,1934,6.3,479.0,78,"Comedy,Crime,Romance",Search for Beauty
212,25822.0,4443,Spitfire,3,1934,5.5,585.0,87,Drama,Spitfire
213,26029.0,1242,"39 Steps, The",3,1935,7.8,44084.0,86,"Mystery,Thriller",The 39 Steps
214,26071.0,1261,Anna Karenina,2,1935,7.1,4290.0,95,"Drama,Romance",Anna Karenina
215,26138.0,3891,"Bride of Frankenstein, The",3,1935,7.9,36570.0,75,"Drama,Horror,Sci-Fi",Bride of Frankenstein
216,26599.0,5750,"Lady in Scarlet, The",2,1935,6.1,97.0,65,"Mystery,Romance",The Lady in Scarlet
217,26663.0,7998,Mad Love,2,1935,7.4,3578.0,68,"Horror,Romance,Sci-Fi",Mad Love
218,26667.0,2756,Magnificent Obsession,3,1935,7.1,627.0,112,"Drama,Romance",Magnificent Obsession
219,26752.0,1361,Mutiny on the Bounty,1,1935,7.8,17937.0,132,"Adventure,Biography,Drama",Mutiny on the Bounty
220,26768.0,1685,Naughty Marietta,3,1935,7.0,914.0,105,"Drama,Musical,Romance",Naughty Marietta
221,26778.0,3881,A Night At The Opera,1,1935,8.0,27207.0,96,"Comedy,Music,Musical",A Night at the Opera
222,26939.0,5913,"Riverside Murder, The",2,1935,6.0,138.0,64,"Crime,Mystery",The Riverside Murder
223,26942.0,2362,Roberta,3,1935,7.1,2483.0,106,"Comedy,Musical,Romance",Roberta
224,27125.0,595,Top Hat,2,1935,7.8,14801.0,101,"Comedy,Musical,Romance",Top Hat
225,27387.0,2363,Born to Dance,3,1936,6.8,1094.0,106,"Comedy,Musical",Born to Dance
226,27407.0,4143,Bullets or Ballots,3,1936,7.1,2171.0,82,"Crime,Drama,Film-Noir",Bullets or Ballots
227,27438.0,1237,"Charge of the Light Brigade, The",1,1936,7.1,3800.0,115,"Action,Adventure,Romance",The Charge of the Light Brigade
228,27545.0,7992,Dracula&#39;s Daughter,3,1936,6.4,4525.0,71,"Drama,Fantasy,Horror",Dracula's Daughter
229,27562.0,2699,Earthworm Tractors,1,1936,6.4,306.0,69,Comedy,Earthworm Tractors
230,27652.0,6096,Fury,2,1936,7.9,9716.0,92,"Crime,Drama,Film-Noir",Fury
231,27698.0,3401,"Great Ziegfeld, The",3,1936,6.8,5909.0,176,"Biography,Drama,Musical",The Great Ziegfeld
232,27752.0,3560,"Only Son, The",3,1936,7.9,2402.0,87,Drama,The Only Son
233,27977.0,1323,Modern Times,0,1936,8.5,173194.0,87,"Comedy,Drama,Family",Modern Times
234,27996.0,1992,Mr. Deeds Goes to Town,3,1936,8.0,16806.0,115,"Comedy,Drama,Romance",Mr. Deeds Goes to Town
235,28000.0,6174,Murder at Glen Athol,3,1936,6.3,158.0,64,Mystery,Murder at Glen Athol
236,28010.0,5852,My Man Godfrey,2,1936,8.1,17292.0,94,"Comedy,Drama,Romance",My Man Godfrey
237,28021.0,2853,Osaka Elegy,3,1936,7.4,1597.0,71,"Comedy,Drama",Osaka Elegy
238,28092.0,4010,Pennies from Heaven,3,1936,6.6,534.0,81,"Comedy,Drama,Music",Pennies from Heaven
239,28096.0,1369,"Petrified Forest, The",3,1936,7.6,10567.0,82,"Drama,Film-Noir,Romance",The Petrified Forest
240,28174.0,2554,Revolt of the Zombies,0,1936,3.2,1248.0,65,"Adventure,Horror",Revolt of the Zombies
241,28203.0,4069,Romeo and Juliet,3,1936,6.7,1421.0,125,"Drama,Romance",Romeo and Juliet
242,28212.0,5926,Sabotage,3,1936,7.1,12375.0,76,Thriller,Sabotage
243,28216.0,1359,San Francisco,1,1936,7.3,4263.0,115,"Drama,Musical,Romance",San Francisco
244,28231.0,7308,Secret Agent,3,1936,6.6,6751.0,86,"Mystery,Thriller",Secret Agent
245,28333.0,596,Swing Time,1,1936,7.7,10147.0,103,"Comedy,Musical,Romance",Swing Time
246,28355.0,3280,Theodora Goes Wild,3,1936,7.3,1766.0,94,"Comedy,Romance",Theodora Goes Wild
247,28356.0,7227,These Three,2,1936,7.6,1825.0,93,"Drama,Romance",These Three
248,28505.0,1360,Wife vs. Secretary,2,1936,7.1,2600.0,88,"Comedy,Drama,Romance",Wife vs. Secretary
249,28597.0,6554,"Awful Truth, The",3,1937,7.9,14914.0,91,"Comedy,Romance",The Awful Truth
250,28683.0,3598,Camille,3,1936,7.5,6242.0,109,"Drama,Romance",Camille
251,28739.0,1332,Conquest,2,1937,6.7,1141.0,113,"Drama,History,Romance",Conquest
